t,E_tot,E_x,E_y,proj_bx
1.35000000e+01,2.13607544e-06,7.31866979e-12,2.13606812e-06,3.21886994e-09
1.35100000e+01,2.08491549e-06,7.56407432e-12,2.08490792e-06,3.24397813e-09
1.35200000e+01,2.02089713e-06,7.82827327e-12,2.02088930e-06,3.26873250e-09
1.35300000e+01,1.94783137e-06,8.10457639e-12,1.94782327e-06,3.29293080e-09
1.35400000e+01,1.87021455e-06,8.38556063e-12,1.87020617e-06,3.31637017e-09
1.35500000e+01,1.79311348e-06,8.66330787e-12,1.79310482e-06,3.33884896e-09
1.35600000e+01,1.72202149e-06,8.92967537e-12,1.72201256e-06,3.36016861e-09
1.35700000e+01,1.66268865e-06,9.17659117e-12,1.66267947e-06,3.38013551e-09
1.35800000e+01,1.62093058e-06,9.39636507e-12,1.62092118e-06,3.39856287e-09
1.35900000e+01,1.60242147e-06,9.58200465e-12,1.60241189e-06,3.41527266e-09
1.36000000e+01,1.61247782e-06,9.72752521e-12,1.61246809e-06,3.43009747e-09
1.36100000e+01,1.65584019e-06,9.82824155e-12,1.65583036e-06,3.44288234e-09
1.36200000e+01,1.73646095e-06,9.88102980e-12,1.73645107e-06,3.45348660e-09
1.36300000e+01,1.85730633e-06,9.88454768e-12,1.85729645e-06,3.46178552e-09
1.36400000e+01,2.02018094e-06,9.83940233e-12,2.02017110e-06,3.46767201e-09
1.36500000e+01,2.22558302e-06,9.74825615e-12,2.22557327e-06,3.47105811e-09
1.36600000e+01,2.47259787e-06,9.61586275e-12,2.47258826e-06,3.47187638e-09
1.36700000e+01,2.75883609e-06,9.44902721e-12,2.75882664e-06,3.47008119e-09
1.36800000e+01,3.08042204e-06,9.25648718e-12,3.08041278e-06,3.46564980e-09
1.36900000e+01,3.43203661e-06,9.04871425e-12,3.43202756e-06,3.45858331e-09
1.37000000e+01,3.80701652e-06,8.83763776e-12,3.80700768e-06,3.44890736e-09
1.37100000e+01,4.19751039e-06,8.63629649e-12,4.19750175e-06,3.43667273e-09
1.37200000e+01,4.59468999e-06,8.45842637e-12,4.59468153e-06,3.42195562e-09
1.37300000e+01,4.98901262e-06,8.31799575e-12,4.98900430e-06,3.40485780e-09
1.37400000e+01,5.37052867e-06,8.22870207e-12,5.37052044e-06,3.38550643e-09
1.37500000e+01,5.72922607e-06,8.20344646e-12,5.72921786e-06,3.36405376e-09
1.37600000e+01,6.05540165e-06,8.25380446e-12,6.05539340e-06,3.34067650e-09
1.37700000e+01,6.34004751e-06,8.38951279e-12,6.34003912e-06,3.31557497e-09
1.37800000e+01,6.57523915e-06,8.61799238e-12,6.57523053e-06,3.28897202e-09
1.37900000e+01,6.75451134e-06,8.94392834e-12,6.75450240e-06,3.26111167e-09
1.38000000e+01,6.87320673e-06,9.36892646e-12,6.87319736e-06,3.23225757e-09
1.38100000e+01,6.92878258e-06,9.89126450e-12,6.92877269e-06,3.20269116e-09
1.38200000e+01,6.92106132e-06,1.05057542e-11,6.92105081e-06,3.17270966e-09
1.38300000e+01,6.85241159e-06,1.12037266e-11,6.85240039e-06,3.14262379e-09
1.38400000e+01,6.72784831e-06,1.19731502e-11,6.72783634e-06,3.11275535e-09
1.38500000e+01,6.55504227e-06,1.27988857e-11,6.55502948e-06,3.08343457e-09
1.38600000e+01,6.34423260e-06,1.36630785e-11,6.34421894e-06,3.05499732e-09
1.38700000e+01,6.10803838e-06,1.45456824e-11,6.10802383e-06,3.02778216e-09
1.38800000e+01,5.86116932e-06,1.54251041e-11,5.86115390e-06,3.00212724e-09
1.38900000e+01,5.62003910e-06,1.62789534e-11,5.62002282e-06,2.97836715e-09
1.39000000e+01,5.40228867e-06,1.70848766e-11,5.40227159e-06,2.95682966e-09
1.39100000e+01,5.22623088e-06,1.78214486e-11,5.22621306e-06,2.93783241e-09
1.39200000e+01,5.11023138e-06,1.84690932e-11,5.11021291e-06,2.92167962e-09
1.39300000e+01,5.07204418e-06,1.90109993e-11,5.07202517e-06,2.90865873e-09
1.39400000e+01,5.12812317e-06,1.94339976e-11,5.12810373e-06,2.89903715e-09
1.39500000e+01,5.29293345e-06,1.97293615e-11,5.29291372e-06,2.89305908e-09
1.39600000e+01,5.57828787e-06,1.98934974e-11,5.57826797e-06,2.89094238e-09
1.39700000e+01,5.99273500e-06,1.99284892e-11,5.99271507e-06,2.89287562e-09
1.39800000e+01,6.54102500e-06,1.98424662e-11,6.54100516e-06,2.89901529e-09
1.39900000e+01,7.22367840e-06,1.96497685e-11,7.22365875e-06,2.90948321e-09
1.40000000e+01,8.03668121e-06,1.93708884e-11,8.03666184e-06,2.92436413e-09
1.40100000e+01,8.97132644e-06,1.90321731e-11,8.97130741e-06,2.94370369e-09
1.40200000e+01,1.00142183e-05,1.86652845e-11,1.00141996e-05,2.96750652e-09
1.40300000e+01,1.11474505e-05,1.83064171e-11,1.11474322e-05,2.99573478e-09
1.40400000e+01,1.23489641e-05,1.79952874e-11,1.23489462e-05,3.02830701e-09
1.40500000e+01,1.35930851e-05,1.77739153e-11,1.35930673e-05,3.06509726e-09
1.40600000e+01,1.48512331e-05,1.76852289e-11,1.48512154e-05,3.10593476e-09
1.40700000e+01,1.60927896e-05,1.77715326e-11,1.60927719e-05,3.15060379e-09
1.40800000e+01,1.72861019e-05,1.80728861e-11,1.72860838e-05,3.19884416e-09
1.40900000e+01,1.83995976e-05,1.86254492e-11,1.83995790e-05,3.25035197e-09
1.41000000e+01,1.94029757e-05,1.94598524e-11,1.94029563e-05,3.30478086e-09
1.41100000e+01,2.02684349e-05,2.05996557e-11,2.02684143e-05,3.36174371e-09
1.41200000e+01,2.09718974e-05,2.20599623e-11,2.09718753e-05,3.42081472e-09
1.41300000e+01,2.14941822e-05,2.38462491e-11,2.14941584e-05,3.48153200e-09
1.41400000e+01,2.18220813e-05,2.59534743e-11,2.18220553e-05,3.54340049e-09
1.41500000e+01,2.19492915e-05,2.83655177e-11,2.19492631e-05,3.60589537e-09
1.41600000e+01,2.18771581e-05,3.10549974e-11,2.18771271e-05,3.66846582e-09
1.41700000e+01,2.16151895e-05,3.39834997e-11,2.16151555e-05,3.73053915e-09
1.41800000e+01,2.11813067e-05,3.71022431e-11,2.11812696e-05,3.79152532e-09
1.41900000e+01,2.06018012e-05,4.03531844e-11,2.06017609e-05,3.85082175e-09
1.42000000e+01,1.99109809e-05,4.36705583e-11,1.99109373e-05,3.90781841e-09
1.42100000e+01,1.91504963e-05,4.69828253e-11,1.91504493e-05,3.96190316e-09
1.42200000e+01,1.83683481e-05,5.02149854e-11,1.83682979e-05,4.01246732e-09
1.42300000e+01,1.76175916e-05,5.32911982e-11,1.76175383e-05,4.05891144e-09
1.42400000e+01,1.69547632e-05,5.61376354e-11,1.69547071e-05,4.10065106e-09
1.42500000e+01,1.64380688e-05,5.86854750e-11,1.64380102e-05,4.13712273e-09
1.42600000e+01,1.61253832e-05,6.08739378e-11,1.61253223e-05,4.16778986e-09
1.42700000e+01,1.60721210e-05,6.26532549e-11,1.60720583e-05,4.19214869e-09
1.42800000e+01,1.63290503e-05,6.39874518e-11,1.63289863e-05,4.20973409e-09
1.42900000e+01,1.69401238e-05,6.48568307e-11,1.69400589e-05,4.22012522e-09
1.43000000e+01,1.79404097e-05,6.52600374e-11,1.79403444e-05,4.22295100e-09
1.43100000e+01,1.93542066e-05,6.52156037e-11,1.93541414e-05,4.21789536e-09
1.43200000e+01,2.11934240e-05,6.47628704e-11,2.11933592e-05,4.20470209e-09
1.43300000e+01,2.34563072e-05,6.39622098e-11,2.34562432e-05,4.18317938e-09
1.43400000e+01,2.61265790e-05,6.28944873e-11,2.61265161e-05,4.15320394e-09
1.43500000e+01,2.91730585e-05,6.16597256e-11,2.91729969e-05,4.11472460e-09
1.43600000e+01,3.25498049e-05,6.03749615e-11,3.25497445e-05,4.06776541e-09
1.43700000e+01,3.61968186e-05,5.91713146e-11,3.61967594e-05,4.01242818e-09
1.43800000e+01,4.00413132e-05,5.81903178e-11,4.00412550e-05,3.94889435e-09
1.43900000e+01,4.39995512e-05,5.75795895e-11,4.39994936e-05,3.87742625e-09
1.44000000e+01,4.79792153e-05,5.74879594e-11,4.79791578e-05,3.79836766e-09
1.44100000e+01,5.18822673e-05,5.80601858e-11,5.18822093e-05,3.71214366e-09
1.44200000e+01,5.56082210e-05,5.94314298e-11,5.56081616e-05,3.61925966e-09
1.44300000e+01,5.90577395e-05,6.17216702e-11,5.90576778e-05,3.52029981e-09
1.44400000e+01,6.21364458e-05,6.50302611e-11,6.21363808e-05,3.41592449e-09
1.44500000e+01,6.47588221e-05,6.94308421e-11,6.47587527e-05,3.30686711e-09
1.44600000e+01,6.68520585e-05,7.49668136e-11,6.68519835e-05,3.19393010e-09
1.44700000e+01,6.83597071e-05,8.16475839e-11,6.83596255e-05,3.07798017e-09
1.44800000e+01,6.92449919e-05,8.94457831e-11,6.92449025e-05,2.95994273e-09
1.44900000e+01,6.94936277e-05,9.82956158e-11,6.94935294e-05,2.84079570e-09
1.45000000e+01,6.91160102e-05,1.08092495e-10,6.91159021e-05,2.72156252e-09
1.45100000e+01,6.81486510e-05,1.18694064e-10,6.81485323e-05,2.60330458e-09
1.45200000e+01,6.66547521e-05,1.29922672e-10,6.66546222e-05,2.48711299e-09
1.45300000e+01,6.47238374e-05,1.41569315e-10,6.47236958e-05,2.37409979e-09
1.45400000e+01,6.24703877e-05,1.53399002e-10,6.24702343e-05,2.26538872e-09
1.45500000e+01,6.00314617e-05,1.65157462e-10,6.00312966e-05,2.16210548e-09
1.45600000e+01,5.75633159e-05,1.76579031e-10,5.75631393e-05,2.06536767e-09
1.45700000e+01,5.52370802e-05,1.87395531e-10,5.52368928e-05,1.97627446e-09
1.45800000e+01,5.32335821e-05,1.97345869e-10,5.32333847e-05,1.89589605e-09
1.45900000e+01,5.17374489e-05,2.06186081e-10,5.17372427e-05,1.82526301e-09
1.46000000e+01,5.09306576e-05,2.13699461e-10,5.09304439e-05,1.76535563e-09
1.46100000e+01,5.09857293e-05,2.19706435e-10,5.09855096e-05,1.71709333e-09
1.46200000e+01,5.20587964e-05,2.24073790e-10,5.20585723e-05,1.68132429e-09
1.46300000e+01,5.42827890e-05,2.26722870e-10,5.42825623e-05,1.65881529e-09
1.46400000e+01,5.77610014e-05,2.27636389e-10,5.77607738e-05,1.65024200e-09
1.46500000e+01,6.25613024e-05,2.26863487e-10,6.25610755e-05,1.65617973e-09
1.46600000e+01,6.87112501e-05,2.24522749e-10,6.87110255e-05,1.67709476e-09
1.46700000e+01,7.61943552e-05,2.20802909e-10,7.61941343e-05,1.71333634e-09
1.46800000e+01,8.49477120e-05,2.15961071e-10,8.49474961e-05,1.76512953e-09
1.46900000e+01,9.48611823e-05,2.10318326e-10,9.48609719e-05,1.83256883e-09
1.47000000e+01,1.05778270e-04,2.04252742e-10,1.05778066e-04,1.91561285e-09
1.47100000e+01,1.17498779e-04,1.98189811e-10,1.17498580e-04,2.01407992e-09
1.47200000e+01,1.29783271e-04,1.92590512e-10,1.29783079e-04,2.12764497e-09
1.47300000e+01,1.42359307e-04,1.87937263e-10,1.42359119e-04,2.25583743e-09
1.47400000e+01,1.54929337e-04,1.84718135e-10,1.54929152e-04,2.39804049e-09
1.47500000e+01,1.67180099e-04,1.83409769e-10,1.67179916e-04,2.55349162e-09
1.47600000e+01,1.78793254e-04,1.84459551e-10,1.78793070e-04,2.72128440e-09
1.47700000e+01,1.89456974e-04,1.88267622e-10,1.89456786e-04,2.90037177e-09
1.47800000e+01,1.98878113e-04,1.95169391e-10,1.98877918e-04,3.08957059e-09
1.47900000e+01,2.06794555e-04,2.05419204e-10,2.06794349e-04,3.28756766e-09
1.48000000e+01,2.12987290e-04,2.19175873e-10,2.12987071e-04,3.49292712e-09
1.48100000e+01,2.17291769e-04,2.36490694e-10,2.17291532e-04,3.70409910e-09
1.48200000e+01,2.19608040e-04,2.57298594e-10,2.19607782e-04,3.91942990e-09
1.48300000e+01,2.19909238e-04,2.81412922e-10,2.19908956e-04,4.13717325e-09
1.48400000e+01,2.18247970e-04,3.08524351e-10,2.18247661e-04,4.35550297e-09
1.48500000e+01,2.14760228e-04,3.38204196e-10,2.14759890e-04,4.57252667e-09
1.48600000e+01,2.09666507e-04,3.69912348e-10,2.09666137e-04,4.78630055e-09
1.48700000e+01,2.03269885e-04,4.03009837e-10,2.03269482e-04,4.99484524e-09
1.48800000e+01,1.95950926e-04,4.36775900e-10,1.95950489e-04,5.19616240e-09
1.48900000e+01,1.88159373e-04,4.70429222e-10,1.88158902e-04,5.38825214e-09
1.49000000e+01,1.80402700e-04,5.03152883e-10,1.80402196e-04,5.56913103e-09
