# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  352       3.305219056437e-10       2.459901624792e-12       1.171946020904e-11       4.793736697906e-15       2.378442536330e-13       4.454405318849e-14       2.288670036223e-15 
  353       3.272096837600e-10       2.479309452044e-12       1.151973303022e-11       4.808899698218e-15       2.356372933445e-13       4.385164749301e-14       2.285502172950e-15 
  354       3.239470956984e-10       2.498398644536e-12       1.131655046977e-11       4.824035888078e-15       2.334576100462e-13       4.316667176659e-14       2.282073055312e-15 
  355       3.207348064857e-10       2.517160360688e-12       1.110999862758e-11       4.839148064887e-15       2.313048252605e-13       4.248918214460e-14       2.278388457528e-15 
  356       3.175734722092e-10       2.535585674042e-12       1.090016601135e-11       4.854239092746e-15       2.291785375633e-13       4.181923205834e-14       2.274454334338e-15 
  357       3.144637398846e-10       2.553665572955e-12       1.068714355399e-11       4.869311902894e-15       2.270783223795e-13       4.115687220428e-14       2.270276822347e-15 
  358       3.114062473241e-10       2.571390960278e-12       1.047102463089e-11       4.884369494158e-15       2.250037317800e-13       4.050215051348e-14       2.265862241369e-15 
  359       3.084016230047e-10       2.588752653046e-12       1.025190507727e-11       4.899414933400e-15       2.229542942769e-13       3.985511212084e-14       2.261217095772e-15 
  360       3.054504859360e-10       2.605741382163e-12       1.002988320552e-11       4.914451355961e-15       2.209295146202e-13       3.921579933447e-14       2.256348075824e-15 
  361       3.025534455284e-10       2.622347792083e-12       9.805059822513e-12       4.929481966108e-15       2.189288735937e-13       3.858425160500e-14       2.251262059036e-15 
  362       2.997111014611e-10       2.638562440503e-12       9.577538246946e-12       4.944510037483e-15       2.169518278109e-13       3.796050549489e-14       2.245966111505e-15 
  363       2.969240435503e-10       2.654375798040e-12       9.347424326657e-12       4.959538913544e-15       2.149978095114e-13       3.734459464779e-14       2.240467489266e-15 
  364       2.941928516170e-10       2.669778247925e-12       9.114826455964e-12       4.974572008017e-15       2.130662263568e-13       3.673654975781e-14       2.234773639626e-15 
  365       2.915180953553e-10       2.684760085681e-12       8.879855592988e-12       4.989612805338e-15       2.111564612271e-13       3.613639853892e-14       2.228892202518e-15 
  366       2.889003342007e-10       2.699311518813e-12       8.642625276985e-12       5.004664861102e-15       2.092678720163e-13       3.554416569420e-14       2.222831011842e-15 
  367       2.863401171975e-10       2.713422666492e-12       8.403251645675e-12       5.019731802510e-15       2.073997914289e-13       3.495987288522e-14       2.216598096809e-15 
  368       2.838379828674e-10       2.727083559241e-12       8.161853452569e-12       5.034817328810e-15       2.055515267757e-13       3.438353870131e-14       2.210201683286e-15 
  369       2.813944590776e-10       2.740284138618e-12       7.918552084300e-12       5.049925211751e-15       2.037223597702e-13       3.381517862896e-14       2.203650195142e-15 
  370       2.790100629083e-10       2.753014256907e-12       7.673471577949e-12       5.065059296023e-15       2.019115463246e-13       3.325480502107e-14       2.196952255591e-15 
  371       2.766852427855e-10       2.765264949139e-12       7.426729628162e-12       5.080223147265e-15       2.001184516676e-13       3.270242162578e-14       2.190115345253e-15 
  372       2.744202026503e-10       2.777032304683e-12       7.178410185248e-12       5.095418979983e-15       1.983429619420e-13       3.215800699949e-14       2.183141715700e-15 
  373       2.722150706553e-10       2.788313746423e-12       6.928589819614e-12       5.110648688588e-15       1.965850883018e-13       3.162153038515e-14       2.176032318761e-15 
  374       2.700699560987e-10       2.799106772874e-12       6.677346644721e-12       5.125914196190e-15       1.948448329561e-13       3.109295705888e-14       2.168788135561e-15 
  375       2.679849492420e-10       2.809408958971e-12       6.424760326584e-12       5.141217454743e-15       1.931221890840e-13       3.057224829465e-14       2.161410176694e-15 
  376       2.659601211280e-10       2.819217956859e-12       6.170912093260e-12       5.156560445178e-15       1.914171407475e-13       3.005936132883e-14       2.153899482407e-15 
  377       2.639955233985e-10       2.828531496691e-12       5.915884744348e-12       5.171945177547e-15       1.897296628056e-13       2.955424932478e-14       2.146257122766e-15 
  378       2.620911881123e-10       2.837347387413e-12       5.659762660479e-12       5.187373691166e-15       1.880597208283e-13       2.905686133746e-14       2.138484197846e-15 
  379       2.602471275631e-10       2.845663517559e-12       5.402631812816e-12       5.202848054746e-15       1.864072710096e-13       2.856714227805e-14       2.130581837894e-15 
  380       2.584633340973e-10       2.853477856045e-12       5.144579772543e-12       5.218370366541e-15       1.847722600822e-13       2.808503287846e-14       2.122551203518e-15 
  381       2.567397799318e-10       2.860788452954e-12       4.885695720366e-12       5.233942754486e-15       1.831546252306e-13       2.761046965604e-14       2.114393485855e-15 
  382       2.550764169721e-10       2.867593440334e-12       4.626070456002e-12       5.249567376334e-15       1.815542940051e-13       2.714338487807e-14       2.106109906751e-15 
  383       2.534731766297e-10       2.873891032989e-12       4.365796407676e-12       5.265246419799e-15       1.799711842356e-13       2.668370652641e-14       2.097701718939e-15 
  384       2.519299696406e-10       2.879679529266e-12       4.104967641615e-12       5.280982102694e-15       1.784052039449e-13       2.623135826209e-14       2.089170206213e-15 
  385       2.504466858828e-10       2.884957311854e-12       3.843679871546e-12       5.296776673071e-15       1.768562512634e-13       2.578625938990e-14       2.080516683608e-15 
  386       2.490231941940e-10       2.889722848568e-12       3.582030468185e-12       5.312632409363e-15       1.753242143419e-13       2.534832482295e-14       2.071742497573e-15 
  387       2.476593421900e-10       2.893974693147e-12       3.320118468737e-12       5.328551620522e-15       1.738089712658e-13       2.491746504733e-14       2.062849026150e-15 
  388       2.463549560820e-10       2.897711486042e-12       3.058044586388e-12       5.344536646159e-15       1.723103899689e-13       2.449358608665e-14       2.053837679150e-15 
  389       2.451098404948e-10       2.900931955211e-12       2.795911219798e-12       5.360589856683e-15       1.708283281470e-13       2.407658946667e-14       2.044709898331e-15 
  390       2.439237782846e-10       2.903634916907e-12       2.533822462600e-12       5.376713653445e-15       1.693626331716e-13       2.366637217985e-14       2.035467157574e-15 
  391       2.427965303570e-10       2.905819276473e-12       2.271884112893e-12       5.392910468872e-15       1.679131420040e-13       2.326282664999e-14       2.026110963057e-15 
  392       2.417278354844e-10       2.907484029130e-12       2.010203682733e-12       5.409182766612e-15       1.664796811087e-13       2.286584069680e-14       2.016642853438e-15 
  393       2.407174101246e-10       2.908628260773e-12       1.748890407635e-12       5.425533041670e-15       1.650620663672e-13       2.247529750052e-14       2.007064400024e-15 
  394       2.397649482380e-10       2.909251148762e-12       1.488055256060e-12       5.441963820551e-15       1.636601029920e-13       2.209107556645e-14       1.997377206955e-15 
  395       2.388701211058e-10       2.909351962709e-12       1.227810938915e-12       5.458477661398e-15       1.622735854400e-13       2.171304868964e-14       1.987582911376e-15 
  396       2.380325771478e-10       2.908930065276e-12       9.682719190464e-13       5.475077154131e-15       1.609022973268e-13       2.134108591939e-14       1.977683183615e-15 
  397       2.372519417402e-10       2.907984912964e-12       7.095544207330e-13       5.491764920592e-15       1.595460113398e-13       2.097505152391e-14       1.967679727359e-15 
  398       2.365278170338e-10       2.906516056903e-12       4.517764391826e-13       5.508543614676e-15       1.582044891522e-13       2.061480495489e-14       1.957574279835e-15 
  399       2.358597817712e-10       2.904523143647e-12       1.950577500257e-13       5.525415922482e-15       1.568774813372e-13       2.026020081208e-14       1.947368611979e-15 
  400       2.352473911056e-10       2.902005915965e-12      -6.048008118926e-14       5.542384562441e-15       1.555647272810e-13       1.991108880792e-14       1.937064528620e-15 
  401       2.346901764176e-10       2.898964213631e-12      -3.147136895015e-13       5.559452285467e-15       1.542659550972e-13       1.956731373210e-14       1.926663868653e-15 
  402       2.341876451340e-10       2.895397974215e-12      -5.675179010432e-13       5.576621875088e-15       1.529808815402e-13       1.922871541617e-14       1.916168505217e-15 
  403       2.337392805451e-10       2.891307233881e-12      -8.187657235447e-13       5.593896147592e-15       1.517092119189e-13       1.889512869813e-14       1.905580345871e-15 
  404       2.333445416229e-10       2.886692128170e-12      -1.068328336840e-12       5.611277952164e-15       1.504506400109e-13       1.856638338704e-14       1.894901332770e-15 
  405       2.330028628387e-10       2.881552892797e-12      -1.316075083371e-12       5.628770171025e-15       1.492048479757e-13       1.824230422758e-14       1.884133442843e-15 
  406       2.327136539810e-10       2.875889864445e-12      -1.561873458696e-12       5.646375719575e-15       1.479715062688e-13       1.792271086468e-14       1.873278687972e-15 
  407       2.324762999738e-10       2.869703481549e-12      -1.805589101991e-12       5.664097546531e-15       1.467502735555e-13       1.760741780810e-14       1.862339115164e-15 
  408       2.322901606937e-10       2.862994285095e-12      -2.047085786556e-12       5.681938634067e-15       1.455407966245e-13       1.729623439700e-14       1.851316806729e-15 
  409       2.321545707885e-10       2.855762919409e-12      -2.286225410323e-12       5.699901997952e-15       1.443427103015e-13       1.698896476458e-14       1.840213880460e-15 
  410       2.320688843262e-10       2.848010809519e-12      -2.522882193692e-12       5.717990244360e-15       1.431557014855e-13       1.668544331710e-14       1.829032275135e-15 
  411       2.320326108570e-10       2.839742218071e-12      -2.756985846473e-12       5.736204222695e-15       1.419797039312e-13       1.638564262772e-14       1.817773098304e-15 
  412       2.320452838127e-10       2.830962262820e-12      -2.988479911198e-12       5.754544325326e-15       1.408147101961e-13       1.608956929455e-14       1.806437255750e-15 
  413       2.321064159608e-10       2.821676247915e-12      -3.217307694511e-12       5.773010926431e-15       1.396607081005e-13       1.579722876128e-14       1.795025664098e-15 
  414       2.322154992542e-10       2.811889665165e-12      -3.443412267794e-12       5.791604381825e-15       1.385176806874e-13       1.550862530707e-14       1.783539250837e-15 
  415       2.323720046810e-10       2.801608195317e-12      -3.666736467787e-12       5.810325028783e-15       1.373856061820e-13       1.522376203645e-14       1.771978954345e-15 
  416       2.325753821143e-10       2.790837709330e-12      -3.887222897210e-12       5.829173185866e-15       1.362644579506e-13       1.494264086919e-14       1.760345723915e-15 
  417       2.328250601619e-10       2.779584269646e-12      -4.104813925388e-12       5.848149152741e-15       1.351542044603e-13       1.466526253020e-14       1.748640519775e-15 
  418       2.331204460166e-10       2.767854131465e-12      -4.319451688875e-12       5.867253210010e-15       1.340548092387e-13       1.439162653938e-14       1.736864313114e-15 
  419       2.334609253051e-10       2.755653744017e-12      -4.531078092069e-12       5.886485619030e-15       1.329662308328e-13       1.412173120156e-14       1.725018086105e-15 
  420       2.338458619387e-10       2.742989751840e-12      -4.739634807846e-12       5.905846621741e-15       1.318884227687e-13       1.385557359633e-14       1.713102831931e-15 
  421       2.342745979624e-10       2.729868996048e-12      -4.945063278173e-12       5.925336440487e-15       1.308213335111e-13       1.359314956795e-14       1.701119554806e-15 
  422       2.347464534051e-10       2.716298515606e-12      -5.147304714735e-12       5.944955277843e-15       1.297649064226e-13       1.333445371525e-14       1.689069270000e-15 
  423       2.352607261293e-10       2.702285548608e-12      -5.346300099559e-12       5.964703316435e-15       1.287190797230e-13       1.307947938149e-14       1.676953003864e-15 
  424       2.358166916809e-10       2.687837533544e-12      -5.541990185633e-12       5.984580718769e-15       1.276837864490e-13       1.282821864425e-14       1.664771793850e-15 
  425       2.364136031389e-10       2.672962110577e-12      -5.734315497532e-12       6.004587627052e-15       1.266589544134e-13       1.258066230533e-14       1.652526688543e-15 
  426       2.370506909652e-10       2.657667122818e-12      -5.923216332037e-12       6.024724163019e-15       1.256445061645e-13       1.233679988061e-14       1.640218747673e-15 
  427       2.377271628546e-10       2.641960617596e-12      -6.108632758763e-12       6.044990427753e-15       1.246403589458e-13       1.209661958995e-14       1.627849042151e-15 
  428       2.384422035843e-10       2.625850847734e-12      -6.290504620777e-12       6.065386501514e-15       1.236464246551e-13       1.186010834709e-14       1.615418654085e-15 
  429       2.391949748640e-10       2.609346272820e-12      -6.468771535221e-12       6.085912443557e-15       1.226626098040e-13       1.162725174949e-14       1.602928676805e-15 
  430       2.399846151853e-10       2.592455560486e-12      -6.643372893939e-12       6.106568291964e-15       1.216888154775e-13       1.139803406827e-14       1.590380214889e-15 
  431       2.408102396721e-10       2.575187587674e-12      -6.814247864093e-12       6.127354063463e-15       1.207249372932e-13       1.117243823806e-14       1.577774384187e-15 
  432       2.416709399295e-10       2.557551441916e-12      -6.981335388794e-12       6.148269753251e-15       1.197708653609e-13       1.095044584688e-14       1.565112311841e-15 
  433       2.425657838947e-10       2.539556422604e-12      -7.144574187717e-12       6.169315334823e-15       1.188264842418e-13       1.073203712605e-14       1.552395136315e-15 
  434       2.434938156857e-10       2.521212042265e-12      -7.303902757726e-12       6.190490759793e-15       1.178916729081e-13       1.051719094006e-14       1.539624007413e-15 
  435       2.444540554520e-10       2.502528027833e-12      -7.459259373500e-12       6.211795957719e-15       1.169663047023e-13       1.030588477646e-14       1.526800086306e-15 
  436       2.454454992238e-10       2.483514321925e-12      -7.610582088152e-12       6.233230835926e-15       1.160502472969e-13       1.009809473575e-14       1.513924545554e-15 
  437       2.464671187620e-10       2.464181084114e-12      -7.757808733853e-12       6.254795279333e-15       1.151433626533e-13       9.893795521229e-15       1.500998569133e-15 
  438       2.475178614080e-10       2.444538692198e-12      -7.900876922454e-12       6.276489150273e-15       1.142455069818e-13       9.692960428939e-15       1.488023352456e-15 
  439       2.485966499336e-10       2.424597743481e-12      -8.039724046110e-12       6.298312288322e-15       1.133565307005e-13       9.495561337505e-15       1.475000102397e-15 
  440       2.497023823904e-10       2.404369056042e-12      -8.174287277901e-12       6.320264510118e-15       1.124762783952e-13       9.301568698036e-15       1.461930037317e-15 
  441       2.508339319602e-10       2.383863670009e-12      -8.304503572457e-12       6.342345609192e-15       1.116045887784e-13       9.110951524008e-15       1.448814387085e-15 
  442       2.519901468043e-10       2.363092848832e-12      -8.430309666577e-12       6.364555355784e-15       1.107412946490e-13       8.923677381148e-15       1.435654393104e-15 
  443       2.531698499135e-10       2.342068080559e-12      -8.551642079858e-12       6.386893496673e-15       1.098862228516e-13       8.739712377323e-15       1.422451308334e-15 
  444       2.543718389577e-10       2.320801079107e-12      -8.668437115309e-12       6.409359755000e-15       1.090391942359e-13       8.559021152419e-15       1.409206397317e-15 
  445       2.555948861361e-10       2.299303785538e-12      -8.780630859982e-12       6.431953830090e-15       1.082000236163e-13       8.381566868228e-15       1.395920936198e-15 
  446       2.568377380266e-10       2.277588369329e-12      -8.888159185589e-12       6.454675397281e-15       1.073685197309e-13       8.207311198335e-15       1.382596212753e-15 
  447       2.580991154357e-10       2.255667229651e-12      -8.990957749128e-12       6.477524107740e-15       1.065444852014e-13       8.036214318001e-15       1.369233526408e-15 
  448       2.593777132484e-10       2.233552996635e-12      -9.088961993502e-12       6.500499588298e-15       1.057277164924e-13       7.868234894049e-15       1.355834188267e-15 
  449       2.606723238143e-10       2.211258019389e-12      -9.182118595751e-12       6.523601214030e-15       1.049180385507e-13       7.703334481040e-15       1.342399485568e-15 
  450       2.619822118082e-10       2.188792809188e-12      -9.270420218406e-12       6.546827418296e-15       1.041154100409e-13       7.541490887067e-15       1.328930573729e-15 
  451       2.633067512084e-10       2.166167548390e-12      -9.353871884250e-12       6.570176360023e-15       1.033198214364e-13       7.382685220705e-15       1.315428580859e-15 
  452       2.646453027796e-10       2.143392600119e-12      -9.432479637781e-12       6.593646148611e-15       1.025312606277e-13       7.226897516348e-15       1.301894643001e-15 
  453       2.659972139970e-10       2.120478509226e-12      -9.506250552632e-12       6.617234843625e-15       1.017497129019e-13       7.074106726707e-15       1.288329904146e-15 
  454       2.673618189687e-10       2.097436003262e-12      -9.575192738993e-12       6.640940454481e-15       1.009751609228e-13       6.924290715311e-15       1.274735516226e-15 
  455       2.687384383594e-10       2.074275993446e-12      -9.639315351031e-12       6.664760940137e-15       1.002075847112e-13       6.777426249014e-15       1.261112639124e-15 
  456       2.701263793131e-10       2.051009575634e-12      -9.698628594315e-12       6.688694208783e-15       9.944696162477e-14       6.633488990491e-15       1.247462440674e-15 
  457       2.715249353767e-10       2.027648031287e-12      -9.753143733234e-12       6.712738117527e-15       9.869326633792e-14       6.492453490744e-15       1.233786096662e-15 
  458       2.729333864228e-10       2.004202828438e-12      -9.802873098423e-12       6.736890472088e-15       9.794647082202e-14       6.354293181599e-15       1.220084790830e-15 
  459       2.743509985731e-10       1.980685622666e-12      -9.847830094177e-12       6.761149026481e-15       9.720654432532e-14       6.218980368217e-15       1.206359714882e-15 
  460       2.757770241216e-10       1.957108258059e-12      -9.888029205881e-12       6.785511482712e-15       9.647345335298e-14       6.086486221583e-15       1.192612068481e-15 
  461       2.772107014575e-10       1.933482768186e-12      -9.923486007427e-12       6.809975490460e-15       9.574716164710e-14       5.956780771021e-15       1.178843059256e-15 
  462       2.786512549885e-10       1.909821377063e-12      -9.954217168636e-12       6.834538646774e-15       9.502763016672e-14       5.829832896685e-15       1.165053902803e-15 
  463       2.800978950641e-10       1.886136500127e-12      -9.980240462681e-12       6.859198495755e-15       9.431481706784e-14       5.705610322067e-15       1.151245822688e-15 
  464       2.815498178986e-10       1.862440745197e-12      -1.000157477351e-11       6.883952528252e-15       9.360867768345e-14       5.584079606499e-15       1.137420050450e-15 
  465       2.830062054943e-10       1.838746913451e-12      -1.001824010325e-11       6.908798181544e-15       9.290916450353e-14       5.465206137651e-15       1.123577825603e-15 
  466       2.844662255647e-10       1.815068000388e-12      -1.003025757966e-11       6.933732839036e-15       9.221622715508e-14       5.348954124036e-15       1.109720395640e-15 
  467       2.859290314575e-10       1.791417196800e-12      -1.003764946355e-11       6.958753829944e-15       9.152981238212e-14       5.235286587511e-15       1.095849016034e-15 
  468       2.873937620781e-10       1.767807889741e-12      -1.004043915614e-11       6.983858428985e-15       9.084986402573e-14       5.124165355777e-15       1.081964950244e-15 
  469       2.888595418125e-10       1.744253663493e-12      -1.003865120659e-11       7.009043856068e-15       9.017632300405e-14       5.015551054885e-15       1.068069469712e-15 
  470       2.903254804505e-10       1.720768300538e-12      -1.003231131931e-11       7.034307275981e-15       8.950912729229e-14       4.909403101734e-15       1.054163853872e-15 
  471       2.917906731089e-10       1.697365782525e-12      -1.002144636147e-11       7.059645798082e-15       8.884821190276e-14       4.805679696575e-15       1.040249390149e-15 
  472       2.932542001547e-10       1.674060291239e-12      -1.000608437036e-11       7.085056475985e-15       8.819350886490e-14       4.704337815511e-15       1.026327373962e-15 
  473       2.947151271280e-10       1.650866209568e-12      -9.986254560863e-12       7.110536307255e-15       8.754494720525e-14       4.605333203001e-15       1.012399108729e-15 
  474       2.961725046658e-10       1.627798122477e-12      -9.961987332824e-12       7.136082233092e-15       8.690245292752e-14       4.508620364361e-15       9.984659058672e-16 
  475       2.976253684244e-10       1.604870817969e-12      -9.933314278512e-12       7.161691138021e-15       8.626594899257e-14       4.414152558264e-15       9.845290847964e-16 
  476       2.990727390030e-10       1.582099288061e-12      -9.900268190024e-12       7.187359849584e-15       8.563535529845e-14       4.321881789245e-15       9.705899729424e-16 
  477       3.005136218668e-10       1.559498729748e-12      -9.862883066710e-12       7.213085138027e-15       8.501058866039e-14       4.231758800202e-15       9.566499057396e-16 
  478       3.019470072703e-10       1.537084545972e-12      -9.821194122595e-12       7.238863715990e-15       8.439156279085e-14       4.143733064895e-15       9.427102266331e-16 
  479       3.033718701799e-10       1.514872346596e-12      -9.775237793799e-12       7.264692238195e-15       8.377818827951e-14       4.057752780452e-15       9.287722870820e-16 
  480       3.047871701980e-10       1.492877949365e-12      -9.725051745961e-12       7.290567301136e-15       8.317037257330e-14       3.973764859869e-15       9.148374465620e-16 
  481       3.061918514851e-10       1.471117380879e-12      -9.670674881657e-12       7.316485442771e-15       8.256801995640e-14       3.891714924509e-15       9.009070725681e-16 
  482       3.075848426839e-10       1.449606877563e-12      -9.612147347826e-12       7.342443142205e-15       8.197103153028e-14       3.811547296609e-15       8.869825406174e-16 
  483       3.089650568418e-10       1.428362886631e-12      -9.549510543187e-12       7.368436819386e-15       8.137930519370e-14       3.733204991780e-15       8.730652342515e-16 
  484       3.103313913346e-10       1.407402067060e-12      -9.482807125664e-12       7.394462834788e-15       8.079273562274e-14       3.656629711507e-15       8.591565450399e-16 
  485       3.116827277890e-10       1.386741290556e-12      -9.412081019807e-12       7.420517489106e-15       8.021121425080e-14       3.581761835653e-15       8.452578725820e-16 
  486       3.130179320065e-10       1.366397642521e-12      -9.337377424213e-12       7.446597022941e-15       7.963462924863e-14       3.508540414958e-15       8.313706245105e-16 
  487       3.143358538861e-10       1.346388423026e-12      -9.258742818946e-12       7.472697616491e-15       7.906286550434e-14       3.436903163545e-15       8.174962164936e-16 
  488       3.156354695774e-10       1.326729516699e-12      -9.176226946319e-12       7.498815561072e-15       7.849582348062e-14       3.366797407777e-15       8.036360005724e-16 
  489       3.169163127565e-10       1.307430446980e-12      -9.089888803093e-12       7.524947779928e-15       7.793347644532e-14       3.298213307057e-15       7.897910478174e-16 
  490       3.181780560526e-10       1.288499176374e-12      -8.999790841493e-12       7.551091322334e-15       7.737581490722e-14       3.231151608379e-15       7.759623591991e-16 
  491       3.194203699754e-10       1.269943724343e-12      -8.905997020387e-12       7.577243192939e-15       7.682282788261e-14       3.165612777513e-15       7.621509366355e-16 
  492       3.206429229092e-10       1.251772167457e-12      -8.808572813705e-12       7.603400351543e-15       7.627450288475e-14       3.101596997017e-15       7.483577829584e-16 
  493       3.218453811080e-10       1.233992639544e-12      -8.707585218848e-12       7.629559712875e-15       7.573082591345e-14       3.039104164250e-15       7.345839018799e-16 
  494       3.230274086901e-10       1.216613331836e-12      -8.603102765102e-12       7.655718146365e-15       7.519178144450e-14       2.978133889378e-15       7.208302979597e-16 
  495       3.241886676328e-10       1.199642493117e-12      -8.495195522056e-12       7.681872475922e-15       7.465735241924e-14       2.918685493391e-15       7.070979765710e-16 
  496       3.253288177670e-10       1.183088429875e-12      -8.383935108013e-12       7.708019479711e-15       7.412752023405e-14       2.860758006112e-15       6.933879438681e-16 
  497       3.264475167719e-10       1.166959506446e-12      -8.269394698403e-12       7.734155889924e-15       7.360226472985e-14       2.804350164210e-15       6.797012067523e-16 
  498       3.275444201698e-10       1.151264145169e-12      -8.151649034199e-12       7.760278392560e-15       7.308156418162e-14       2.749460409207e-15       6.660387728389e-16 
  499       3.286191813208e-10       1.136010826525e-12      -8.030774430330e-12       7.786383627200e-15       7.256539528792e-14       2.696086885496e-15       6.524016504241e-16 
  500       3.296714514172e-10       1.121208089295e-12      -7.906848784095e-12       7.812468186778e-15       7.205373316036e-14       2.644227438348e-15       6.387908484516e-16 
  501       3.307008794785e-10       1.106864530703e-12      -7.779951583578e-12       7.838528617365e-15       7.154655131315e-14       2.593879611923e-15       6.252073764788e-16 
  502       3.317071123460e-10       1.092988806565e-12      -7.650163916058e-12       7.864561417937e-15       7.104382165260e-14       2.545040647285e-15       6.116522446445e-16 
  503       3.326897946774e-10       1.079589631441e-12      -7.517568476428e-12       7.890563040154e-15       7.054551446661e-14       2.497707480410e-15       5.981264636344e-16 
  504       3.336485689415e-10       1.066675778778e-12      -7.382249575606e-12       7.916529888136e-15       7.005159841419e-14       2.451876740201e-15       5.846310446489e-16 
  505       3.345830754132e-10       1.054256081062e-12      -7.244293148950e-12       7.942458318237e-15       6.956204051500e-14       2.407544746494e-15       5.711669993690e-16 
  506       3.354929521676e-10       1.042339429968e-12      -7.103786764670e-12       7.968344638821e-15       6.907680613880e-14       2.364707508075e-15       5.577353399236e-16 
  507       3.363778350751e-10       1.030934776505e-12      -6.960819632245e-12       7.994185110040e-15       6.859585899500e-14       2.323360720689e-15       5.443370788555e-16 
  508       3.372373577961e-10       1.020051131164e-12      -6.815482610833e-12       8.019975943605e-15       6.811916112216e-14       2.283499765050e-15       5.309732290890e-16 
  509       3.380711517755e-10       1.009697564073e-12      -6.667868217690e-12       8.045713302568e-15       6.764667287752e-14       2.245119704855e-15       5.176448038956e-16 
  510       3.388788462375e-10       9.998832051355e-13      -6.518070636578e-12       8.071393301091e-15       6.717835292645e-14       2.208215284796e-15       5.043528168615e-16 
  511       3.396600681801e-10       9.906172441887e-13      -6.366185726184e-12       8.097012004226e-15       6.671415823203e-14       2.172780928567e-15       4.910982818540e-16 
  512       3.404144423702e-10       9.819089311457e-13      -6.212311028530e-12       8.122565427688e-15       6.625404404450e-14       2.138810736879e-15       4.778822129881e-16 
  513       3.411415913379e-10       9.737675761465e-13      -6.056545777392e-12       8.148049537634e-15       6.579796389083e-14       2.106298485473e-15       4.647056245933e-16 
  514       3.418411353712e-10       9.662025497059e-13      -5.898990906706e-12       8.173460250434e-15       6.534586956417e-14       2.075237623126e-15       4.515695311803e-16 
  515       3.425126925110e-10       9.592232828624e-13      -5.739749058989e-12       8.198793432451e-15       6.489771111339e-14       2.045621269667e-15       4.384749474076e-16 
  516       3.431558785454e-10       9.528392673261e-13      -5.578924593751e-12       8.224044899815e-15       6.445343683259e-14       2.017442213989e-15       4.254228880486e-16 
  517       3.437703070048e-10       9.470600556277e-13      -5.416623595908e-12       8.249210418196e-15       6.401299325059e-14       1.990692912054e-15       4.124143679575e-16 
  518       3.443555891561e-10       9.418952612668e-13      -5.252953884194e-12       8.274285702585e-15       6.357632512047e-14       1.965365484912e-15       3.994504020369e-16 
  519       3.449113339978e-10       9.373545588605e-13      -5.088025019580e-12       8.299266417066e-15       6.314337540905e-14       1.941451716709e-15       3.865320052039e-16 
  520       3.454371482546e-10       9.334476842918e-13      -4.921948313682e-12       8.324148174590e-15       6.271408528641e-14       1.918943052699e-15       3.736601923570e-16 
  521       3.459326363718e-10       9.301844348581e-13      -4.754836837182e-12       8.348926536756e-15       6.228839411542e-14       1.897830597253e-15       3.608359783427e-16 
  522       3.463974005103e-10       9.275746694198e-13      -4.586805428233e-12       8.373597013582e-15       6.186623944120e-14       1.878105111876e-15       3.480603779223e-16 
  523       3.468310405414e-10       9.256283085487e-13      -4.417970700882e-12       8.398155063283e-15       6.144755698068e-14       1.859757013212e-15       3.353344057388e-16 
  524       3.472331540409e-10       9.243553346766e-13      -4.248451053476e-12       8.422596092045e-15       6.103228061209e-14       1.842776371059e-15       3.226590762830e-16 
  525       3.476033362844e-10       9.237657922437e-13      -4.078366677082e-12       8.446915453801e-15       6.062034236446e-14       1.827152906383e-15       3.100354038608e-16 
  526       3.479411802417e-10       9.238697878473e-13      -3.907839563896e-12       8.471108450009e-15       6.021167240712e-14       1.812875989322e-15       2.974644025597e-16 
  527       3.482463693553e-10       9.246756902495e-13      -3.736984820378e-12       8.495170809593e-15       5.980621010998e-14       1.799934130612e-15       2.849471021483e-16 
  528       3.485189587030e-10       9.261846754518e-13      -3.565884325811e-12       8.519100143798e-15       5.940393758121e-14       1.788313444443e-15       2.724845963268e-16 
  529       3.487591015891e-10       9.283960312719e-13      -3.394612362899e-12       8.542894531071e-15       5.900484703504e-14       1.777999139225e-15       2.600779957435e-16 
  530       3.489669574980e-10       9.313089432321e-13      -3.223244251901e-12       8.566552040510e-15       5.860892979903e-14       1.768976018148e-15       2.477284121556e-16 
  531       3.491426921286e-10       9.349224939311e-13      -3.051856355299e-12       8.590070731845e-15       5.821617630843e-14       1.761228476966e-15       2.354369584036e-16 
  532       3.492864774291e-10       9.392356624166e-13      -2.880526082456e-12       8.613448655419e-15       5.782657610043e-14       1.754740501796e-15       2.232047483837e-16 
  533       3.493984916318e-10       9.442473235573e-13      -2.709331894289e-12       8.636683852177e-15       5.744011780844e-14       1.749495666909e-15       2.110328970226e-16 
  534       3.494789192876e-10       9.499562474150e-13      -2.538353307922e-12       8.659774353642e-15       5.705678915639e-14       1.745477132522e-15       1.989225202500e-16 
