# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1435       1.136081474414e-10       1.538043025312e-12      -5.357013819079e-12       0.000000000000e+00       1.382912835303e-15       5.226549281125e-16      -2.420393318916e-17 
 1436       1.135421955275e-10       1.523875896966e-12      -5.255755505822e-12       0.000000000000e+00       1.379108137972e-15       5.205026870805e-16      -2.347198069991e-17 
 1437       1.134687754020e-10       1.510158401687e-12      -5.153975677100e-12       0.000000000000e+00       1.375316264323e-15       5.183483887430e-16      -2.274177070445e-17 
 1438       1.133878960231e-10       1.496892417284e-12      -5.051712968517e-12       0.000000000000e+00       1.371537169030e-15       5.161927993293e-16      -2.201336930500e-17 
 1439       1.132995665233e-10       1.484079823677e-12      -4.949006236276e-12       0.000000000000e+00       1.367770806132e-15       5.140366892831e-16      -2.128684291683e-17 
 1440       1.132037962102e-10       1.471722502896e-12      -4.845894557567e-12       0.000000000000e+00       1.364017129028e-15       5.118808332697e-16      -2.056225826871e-17 
 1441       1.131005945667e-10       1.459822339083e-12      -4.742417230949e-12       0.000000000000e+00       1.360276090477e-15       5.097260101829e-16      -1.983968240346e-17 
 1442       1.129899712515e-10       1.448381218483e-12      -4.638613776736e-12       0.000000000000e+00       1.356547642595e-15       5.075730031527e-16      -1.911918267844e-17 
 1443       1.128719360994e-10       1.437401029452e-12      -4.534523937385e-12       0.000000000000e+00       1.352831736855e-15       5.054225995525e-16      -1.840082676605e-17 
 1444       1.127464991216e-10       1.426883662450e-12      -4.430187677880e-12       0.000000000000e+00       1.349128324088e-15       5.032755910059e-16      -1.768468265426e-17 
 1445       1.126136705063e-10       1.416831010039e-12      -4.325645186117e-12       0.000000000000e+00       1.345437354476e-15       5.011327733948e-16      -1.697081864707e-17 
 1446       1.124734606187e-10       1.407244966886e-12      -4.220936873291e-12       0.000000000000e+00       1.341758777555e-15       4.989949468658e-16      -1.625930336506e-17 
 1447       1.123258800018e-10       1.398127429759e-12      -4.116103374280e-12       0.000000000000e+00       1.338092542212e-15       4.968629158381e-16      -1.555020574587e-17 
 1448       1.121709393764e-10       1.389480297524e-12      -4.011185548031e-12       0.000000000000e+00       1.334438596684e-15       4.947374890105e-16      -1.484359504471e-17 
 1449       1.120086496419e-10       1.381305471148e-12      -3.906224477945e-12       0.000000000000e+00       1.330796888558e-15       4.926194793686e-16      -1.413954083486e-17 
 1450       1.118390218760e-10       1.373604853694e-12      -3.801261472264e-12       0.000000000000e+00       1.327167364765e-15       4.905097041922e-16      -1.343811300820e-17 
 1451       1.116620673360e-10       1.366380350321e-12      -3.696338064456e-12       0.000000000000e+00       1.323549971584e-15       4.884089850626e-16      -1.273938177567e-17 
 1452       1.114777974582e-10       1.359633868285e-12      -3.591496013599e-12       0.000000000000e+00       1.319944654638e-15       4.863181478698e-16      -1.204341766782e-17 
 1453       1.112862238591e-10       1.353367316933e-12      -3.486777304769e-12       0.000000000000e+00       1.316351358893e-15       4.842380228196e-16      -1.135029153529e-17 
 1454       1.110873583351e-10       1.347582607704e-12      -3.382224149422e-12       0.000000000000e+00       1.312770028656e-15       4.821694444412e-16      -1.066007454931e-17 
 1455       1.108812128635e-10       1.342281654129e-12      -3.277878985784e-12       0.000000000000e+00       1.309200607575e-15       4.801132515942e-16      -9.972838202239e-18 
 1456       1.106677996022e-10       1.337466371829e-12      -3.173784479233e-12       0.000000000000e+00       1.305643038637e-15       4.780702874761e-16      -9.288654308026e-18 
 1457       1.104471308908e-10       1.333138678512e-12      -3.069983522686e-12       0.000000000000e+00       1.302097264166e-15       4.760413996293e-16      -8.607595002742e-18 
 1458       1.102192192503e-10       1.329300493973e-12      -2.966519236984e-12       0.000000000000e+00       1.298563225821e-15       4.740274399484e-16      -7.929732745081e-18 
 1459       1.099840773840e-10       1.325953740093e-12      -2.863434971278e-12       0.000000000000e+00       1.295040864598e-15       4.720292646878e-16      -7.255140316861e-18 
 1460       1.097417181776e-10       1.323100340837e-12      -2.760774303413e-12       0.000000000000e+00       1.291530120825e-15       4.700477344686e-16      -6.583890823528e-18 
 1461       1.094921546994e-10       1.320742222253e-12      -2.658581040317e-12       0.000000000000e+00       1.288030934160e-15       4.680837142861e-16      -5.916057694666e-18 
 1462       1.092354002013e-10       1.318881312472e-12      -2.556899218383e-12       0.000000000000e+00       1.284543243596e-15       4.661380735166e-16      -5.251714684500e-18 
 1463       1.089714817473e-10       1.317518425280e-12      -2.455769828745e-12       0.000000000000e+00       1.281066992626e-15       4.642112442399e-16      -4.590927447115e-18 
 1464       1.087004812505e-10       1.316649898647e-12      -2.355220956524e-12       0.000000000000e+00       1.277602144822e-15       4.623018913576e-16      -3.933728168973e-18 
 1465       1.084224948473e-10       1.316270922592e-12      -2.255277543771e-12       0.000000000000e+00       1.274148668415e-15       4.604082291941e-16      -3.280140683803e-18 
 1466       1.081376193071e-10       1.316376652496e-12      -2.155964655833e-12       0.000000000000e+00       1.270706531129e-15       4.585284619583e-16      -2.630188874906e-18 
 1467       1.078459520333e-10       1.316962209033e-12      -2.057307481559e-12       0.000000000000e+00       1.267275700183e-15       4.566607837258e-16      -1.983896675189e-18 
 1468       1.075475910644e-10       1.318022678112e-12      -1.959331333498e-12       0.000000000000e+00       1.263856142289e-15       4.548033784217e-16      -1.341288067196e-18 
 1469       1.072426350755e-10       1.319553110808e-12      -1.862061648103e-12       0.000000000000e+00       1.260447823650e-15       4.529544198029e-16      -7.023870831388e-19 
 1470       1.069311833789e-10       1.321548523300e-12      -1.765523985931e-12       0.000000000000e+00       1.257050709961e-15       4.511120714410e-16      -6.721780493682e-20 
 1471       1.066133359256e-10       1.324003896811e-12      -1.669744031848e-12       0.000000000000e+00       1.253664766406e-15       4.492744867045e-16       5.641956357566e-19 
 1472       1.062891933065e-10       1.326914177537e-12      -1.574747595229e-12       0.000000000000e+00       1.250289957656e-15       4.474398087412e-16       1.191829057518e-18 
 1473       1.059588567531e-10       1.330274276588e-12      -1.480560610160e-12       0.000000000000e+00       1.246926247873e-15       4.456061704614e-16       1.815658229122e-18 
 1474       1.056224281390e-10       1.334079069924e-12      -1.387209135641e-12       0.000000000000e+00       1.243573600703e-15       4.437716945193e-16       2.435658869509e-18 
 1475       1.052800099811e-10       1.338323398289e-12      -1.294719355788e-12       0.000000000000e+00       1.240231979277e-15       4.419344932968e-16       3.051806647748e-18 
 1476       1.049317054405e-10       1.343002067147e-12      -1.203117580034e-12       0.000000000000e+00       1.236901346211e-15       4.400926688849e-16       3.664077183012e-18 
 1477       1.045776183236e-10       1.348109846622e-12      -1.112430243331e-12       0.000000000000e+00       1.233581663605e-15       4.382443130669e-16       4.272446044535e-18 
 1478       1.042178530836e-10       1.353641471430e-12      -1.022683906352e-12       0.000000000000e+00       1.230272893040e-15       4.363875073009e-16       4.876888751588e-18 
 1479       1.038525148211e-10       1.359591640816e-12      -9.339052556963e-13       0.000000000000e+00       1.226974995577e-15       4.345203227017e-16       5.477380773441e-18 
 1480       1.034817092859e-10       1.365955018493e-12      -8.461211040863e-13       0.000000000000e+00       1.223687931759e-15       4.326408200243e-16       6.073897529330e-18 
 1481       1.031055428775e-10       1.372726232573e-12      -7.593583905729e-13       0.000000000000e+00       1.220411661605e-15       4.307470496455e-16       6.666414388427e-18 
 1482       1.027241226465e-10       1.379899875508e-12      -6.736441807366e-13       0.000000000000e+00       1.217146144615e-15       4.288370515468e-16       7.254906669805e-18 
 1483       1.023375562960e-10       1.387470504024e-12      -5.890056668894e-13       0.000000000000e+00       1.213891339763e-15       4.269088552973e-16       7.839349642405e-18 
 1484       1.019459521823e-10       1.395432639057e-12      -5.054701682770e-13       0.000000000000e+00       1.210647205498e-15       4.249604800353e-16       8.419718525004e-18 
 1485       1.015494193162e-10       1.403780765689e-12      -4.230651312807e-13       0.000000000000e+00       1.207413699746e-15       4.229899344519e-16       8.995988486183e-18 
 1486       1.011480673642e-10       1.412509333086e-12      -3.418181296197e-13       0.000000000000e+00       1.204190779905e-15       4.209952167726e-16       9.568134644291e-18 
 1487       1.007420066496e-10       1.421612754430e-12      -2.617568645526e-13       0.000000000000e+00       1.200978402843e-15       4.189743147404e-16       1.013613206741e-17 
 1488       1.003313481538e-10       1.431085406862e-12      -1.829091650801e-13       0.000000000000e+00       1.197776524903e-15       4.169252055981e-16       1.069995577334e-17 
 1489       9.991620351695e-11       1.440921631411e-12      -1.053029881462e-13       0.000000000000e+00       1.194585101895e-15       4.148458560708e-16       1.125958072954e-17 
 1490       9.949668503962e-11       1.451115732933e-12      -2.896641884105e-14       0.000000000000e+00       1.191404089099e-15       4.127342223484e-16       1.181498185310e-17 
 1491       9.907290568369e-11       1.461661980049e-12       4.607232939775e-14       0.000000000000e+00       1.188233441263e-15       4.105882500684e-16       1.236613401073e-17 
 1492       9.864497907349e-11       1.472554605078e-12       1.197849145827e-13       0.000000000000e+00       1.185073112600e-15       4.084058742981e-16       1.291301201871e-17 
 1493       9.821301949701e-11       1.483787803976e-12       1.921428659744e-13       0.000000000000e+00       1.181923056792e-15       4.061850195170e-16       1.345559064285e-17 
 1494       9.777714190697e-11       1.495355736270e-12       2.631175838797e-13       0.000000000000e+00       1.178783226981e-15       4.039235996000e-16       1.399384459848e-17 
 1495       9.733746192198e-11       1.507252524994e-12       3.326803394498e-13       0.000000000000e+00       1.175653575776e-15       4.016195177990e-16       1.452774855039e-17 
 1496       9.689409582771e-11       1.519472256627e-12       4.008022744779e-13       0.000000000000e+00       1.172534055247e-15       3.992706667263e-16       1.505727711282e-17 
 1497       9.644716057796e-11       1.532008981028e-12       4.674544011972e-13       0.000000000000e+00       1.169424616926e-15       3.968749283364e-16       1.558240484941e-17 
 1498       9.599677379586e-11       1.544856711373e-12       5.326076020792e-13       0.000000000000e+00       1.166325211803e-15       3.944301739090e-16       1.610310627318e-17 
 1499       9.554305377497e-11       1.558009424088e-12       5.962326296315e-13       0.000000000000e+00       1.163235790329e-15       3.919342640312e-16       1.661935584649e-17 
 1500       9.508611948045e-11       1.571461058791e-12       6.583001061958e-13       0.000000000000e+00       1.160156302413e-15       3.893850485804e-16       1.713112798101e-17 
 1501       9.462609055015e-11       1.585205518222e-12       7.187805237458e-13       0.000000000000e+00       1.157086697419e-15       3.867803667063e-16       1.763839703769e-17 
 1502       9.416308713090e-11       1.599236365947e-12       7.776489028575e-13       0.000000000000e+00       1.154026928400e-15       3.841188562905e-16       1.814113828860e-17 
 1503       9.369722938326e-11       1.613545916367e-12       8.348988196554e-13       0.000000000000e+00       1.150976964831e-15       3.814023909819e-16       1.863933081277e-17 
 1504       9.322863797419e-11       1.628126135718e-12       8.905285150607e-13       0.000000000000e+00       1.147936779996e-15       3.786336668581e-16       1.913295462853e-17 
 1505       9.275743424263e-11       1.642968943426e-12       9.445362480606e-13       0.000000000000e+00       1.144906346769e-15       3.758153951289e-16       1.962198973412e-17 
 1506       9.228374020065e-11       1.658066212022e-12       9.969202957532e-13       0.000000000000e+00       1.141885637608e-15       3.729503021610e-16       2.010641610778e-17 
 1507       9.180767853455e-11       1.673409767070e-12       1.047678953394e-12       0.000000000000e+00       1.138874624559e-15       3.700411295039e-16       2.058621370774e-17 
 1508       9.132937260599e-11       1.688991387077e-12       1.096810534441e-12       0.000000000000e+00       1.135873279252e-15       3.670906339154e-16       2.106136247222e-17 
 1509       9.084894645313e-11       1.704802803424e-12       1.144313370601e-12       0.000000000000e+00       1.132881572904e-15       3.641015873874e-16       2.153184231950e-17 
 1510       9.036652479177e-11       1.720835700275e-12       1.190185811873e-12       0.000000000000e+00       1.129899476314e-15       3.610767771709e-16       2.199763314789e-17 
 1511       8.988223301644e-11       1.737081714506e-12       1.234426226598e-12       0.000000000000e+00       1.126926959863e-15       3.580190058021e-16       2.245871483574e-17 
 1512       8.939619720157e-11       1.753532435620e-12       1.277033001501e-12       0.000000000000e+00       1.123963993515e-15       3.549310911274e-16       2.291506724152e-17 
 1513       8.890854410259e-11       1.770179405671e-12       1.318004541738e-12       0.000000000000e+00       1.121010546815e-15       3.518158663297e-16       2.336667020379e-17 
 1514       8.841940115707e-11       1.787014119179e-12       1.357339270942e-12       0.000000000000e+00       1.118066588888e-15       3.486761799531e-16       2.381350354121e-17 
 1515       8.792889648585e-11       1.804028023054e-12       1.395035631267e-12       0.000000000000e+00       1.115132088439e-15       3.455148959291e-16       2.425554705261e-17 
 1516       8.743715889415e-11       1.821212516515e-12       1.431092083435e-12       0.000000000000e+00       1.112207013749e-15       3.423348936019e-16       2.469278051694e-17 
 1517       8.694431787274e-11       1.838558951010e-12       1.465507106784e-12       0.000000000000e+00       1.109291332679e-15       3.391390677537e-16       2.512518369335e-17 
 1518       8.645050359902e-11       1.856058630136e-12       1.498279199309e-12       0.000000000000e+00       1.106385012666e-15       3.359303286309e-16       2.555273632117e-17 
 1519       8.595584693818e-11       1.873702809559e-12       1.529406877708e-12       0.000000000000e+00       1.103488020723e-15       3.327116019689e-16       2.597541811994e-17 
 1520       8.546047944431e-11       1.891482696934e-12       1.558888677433e-12       0.000000000000e+00       1.100600323437e-15       3.294858290181e-16       2.639320878943e-17 
 1521       8.496453336154e-11       1.909389451826e-12       1.586723152731e-12       0.000000000000e+00       1.097721886970e-15       3.262559665696e-16       2.680608800966e-17 
 1522       8.446814162516e-11       1.927414185629e-12       1.612908876689e-12       0.000000000000e+00       1.094852677056e-15       3.230249869800e-16       2.721403544091e-17 
 1523       8.397143786277e-11       1.945547961485e-12       1.637444441284e-12       0.000000000000e+00       1.091992659003e-15       3.197958781979e-16       2.761703072374e-17 
 1524       8.347455639538e-11       1.963781794209e-12       1.660328457423e-12       0.000000000000e+00       1.089141797689e-15       3.165716437889e-16       2.801505347901e-17 
 1525       8.297763223853e-11       1.982106650202e-12       1.681559554994e-12       0.000000000000e+00       1.086300057564e-15       3.133553029609e-16       2.840808330792e-17 
 1526       8.248080110348e-11       2.000513447377e-12       1.701136382909e-12       0.000000000000e+00       1.083467402647e-15       3.101498905905e-16       2.879609979197e-17 
 1527       8.198419939826e-11       2.018993055075e-12       1.719057609149e-12       0.000000000000e+00       1.080643796524e-15       3.069584572476e-16       2.917908249305e-17 
 1528       8.148796422886e-11       2.037536293988e-12       1.735321920812e-12       0.000000000000e+00       1.077829202353e-15       3.037840692218e-16       2.955701095341e-17 
 1529       8.099223340031e-11       2.056133936077e-12       1.749928024155e-12       0.000000000000e+00       1.075023582855e-15       3.006298085472e-16       2.992986469569e-17 
 1530       8.049714541784e-11       2.074776704495e-12       1.762874644644e-12       0.000000000000e+00       1.072226900320e-15       2.974987730284e-16       3.029762322293e-17 
 1531       8.000283948802e-11       2.093455273502e-12       1.774160526997e-12       0.000000000000e+00       1.069439116603e-15       2.943940762659e-16       3.066026601863e-17 
 1532       7.950945551984e-11       2.112160268389e-12       1.783784435230e-12       0.000000000000e+00       1.066660193121e-15       2.913188476819e-16       3.101777254671e-17 
 1533       7.901713412587e-11       2.130882265400e-12       1.791745152703e-12       0.000000000000e+00       1.063890090858e-15       2.882762325453e-16       3.137012225156e-17 
 1534       7.852601662340e-11       2.149611791645e-12       1.798041482165e-12       0.000000000000e+00       1.061128770359e-15       2.852693919977e-16       3.171729455806e-17 
 1535       7.803624503554e-11       2.168339325028e-12       1.802672245801e-12       0.000000000000e+00       1.058376191731e-15       2.823015030791e-16       3.205926887157e-17 
 1536       7.754796209237e-11       2.187055294160e-12       1.805636285275e-12       0.000000000000e+00       1.055632314643e-15       2.793757587528e-16       3.239602457801e-17 
 1537       7.706131123206e-11       2.205750078285e-12       1.806932461780e-12       0.000000000000e+00       1.052897098322e-15       2.764953679314e-16       3.272754104379e-17 
 1538       7.657643660198e-11       2.224414007197e-12       1.806559656080e-12       0.000000000000e+00       1.050170501555e-15       2.736635555025e-16       3.305379761591e-17 
 1539       7.609348305986e-11       2.243037361160e-12       1.804516768555e-12       0.000000000000e+00       1.047452482691e-15       2.708835623538e-16       3.337477362194e-17 
 1540       7.561259617492e-11       2.261610370829e-12       1.800802719250e-12       0.000000000000e+00       1.044742999630e-15       2.681586453990e-16       3.369044837002e-17 
 1541       7.513391056996e-11       2.280123797232e-12       1.795419776983e-12       0.000000000000e+00       1.042042013270e-15       2.654911926234e-16       3.400080552428e-17 
 1542       7.465751482447e-11       2.298570677894e-12       1.788383581136e-12       0.000000000000e+00       1.039349497838e-15       2.628800589819e-16       3.430584627632e-17 
 1543       7.418348624064e-11       2.316944597131e-12       1.779713215089e-12       0.000000000000e+00       1.036665430650e-15       2.603232052634e-16       3.460557629876e-17 
 1544       7.371190247267e-11       2.335239107438e-12       1.769427885994e-12       0.000000000000e+00       1.033989788684e-15       2.578185807564e-16       3.490000138150e-17 
 1545       7.324284152730e-11       2.353447729439e-12       1.757546924997e-12       0.000000000000e+00       1.031322548578e-15       2.553641232298e-16       3.518912743193e-17 
 1546       7.277638176435e-11       2.371563951838e-12       1.744089787448e-12       0.000000000000e+00       1.028663686630e-15       2.529577589139e-16       3.547296047517e-17 
 1547       7.231260189724e-11       2.389581231364e-12       1.729076053114e-12       0.000000000000e+00       1.026013178797e-15       2.505974024812e-16       3.575150665433e-17 
 1548       7.185158099358e-11       2.407492992729e-12       1.712525426394e-12       0.000000000000e+00       1.023371000695e-15       2.482809570272e-16       3.602477223074e-17 
 1549       7.139339847567e-11       2.425292628566e-12       1.694457736535e-12       0.000000000000e+00       1.020737127598e-15       2.460063140513e-16       3.629276358417e-17 
 1550       7.093813412104e-11       2.442973499389e-12       1.674892937841e-12       0.000000000000e+00       1.018111534437e-15       2.437713534377e-16       3.655548721311e-17 
 1551       7.048586806302e-11       2.460528933536e-12       1.653851109891e-12       0.000000000000e+00       1.015494195798e-15       2.415739434362e-16       3.681294973496e-17 
 1552       7.003668079123e-11       2.477952227118e-12       1.631352457751e-12       0.000000000000e+00       1.012885085924e-15       2.394119406430e-16       3.706515788630e-17 
 1553       6.959065315217e-11       2.495236643975e-12       1.607417312186e-12       0.000000000000e+00       1.010284178714e-15       2.372831899818e-16       3.731211852315e-17 
 1554       6.914786634972e-11       2.512375415616e-12       1.582066129877e-12       0.000000000000e+00       1.007691447720e-15       2.351855246842e-16       3.755383862113e-17 
 1555       6.870840194572e-11       2.529361741176e-12       1.555319493635e-12       0.000000000000e+00       1.005106866147e-15       2.331167662712e-16       3.779032527581e-17 
 1556       6.827234186048e-11       2.546188787361e-12       1.527198112611e-12       0.000000000000e+00       1.002530406854e-15       2.310747245334e-16       3.802158570284e-17 
 1557       6.783976837330e-11       2.562849688401e-12       1.497722822511e-12       0.000000000000e+00       9.999620423533e-16       2.290571975124e-16       3.824762723828e-17 
 1558       6.741076412306e-11       2.579337545995e-12       1.466914585813e-12       0.000000000000e+00       9.974017448062e-16       2.270619714811e-16       3.846845733876e-17 
 1559       6.698541210875e-11       2.595645429263e-12       1.434794491978e-12       0.000000000000e+00       9.948494860267e-16       2.250868209252e-16       3.868408358179e-17 
 1560       6.656379568996e-11       2.611766374697e-12       1.401383757664e-12       0.000000000000e+00       9.923052374783e-16       2.231295085236e-16       3.889451366596e-17 
 1561       6.614599858747e-11       2.627693386105e-12       1.366703726938e-12       0.000000000000e+00       9.897689702742e-16       2.211877851292e-16       3.909975541118e-17 
 1562       6.573210488377e-11       2.643419434567e-12       1.330775871495e-12       0.000000000000e+00       9.872406551763e-16       2.192593897503e-16       3.929981675891e-17 
 1563       6.532219902363e-11       2.658937458379e-12       1.293621790867e-12       0.000000000000e+00       9.847202625943e-16       2.173420495308e-16       3.949470577246e-17 
 1564       6.491636581456e-11       2.674240363004e-12       1.255263212638e-12       0.000000000000e+00       9.822077625858e-16       2.154334797315e-16       3.968443063714e-17 
 1565       6.451469042746e-11       2.689321021025e-12       1.215721992658e-12       0.000000000000e+00       9.797031248545e-16       2.135313837107e-16       3.986899966056e-17 
 1566       6.411725839706e-11       2.704172272087e-12       1.175020115257e-12       0.000000000000e+00       9.772063187505e-16       2.116334529053e-16       4.004842127286e-17 
 1567       6.372415562252e-11       2.718786922854e-12       1.133179693460e-12       0.000000000000e+00       9.747173132691e-16       2.097373668115e-16       4.022270402692e-17 
 1568       6.333546836795e-11       2.733157746953e-12       1.090222969196e-12       0.000000000000e+00       9.722360770499e-16       2.078407929656e-16       4.039185659865e-17 
 1569       6.295128326295e-11       2.747277484925e-12       1.046172313519e-12       0.000000000000e+00       9.697625783768e-16       2.059413869250e-16       4.055588778716e-17 
 1570       6.257168730314e-11       2.761138844177e-12       1.001050226815e-12       0.000000000000e+00       9.672967851766e-16       2.040367922489e-16       4.071480651508e-17 
 1571       6.219676785073e-11       2.774734498927e-12       9.548793390201e-13       0.000000000000e+00       9.648386650188e-16       2.021246404795e-16       4.086862182874e-17 
 1572       6.182661263502e-11       2.788057090155e-12       9.076824098321e-13       0.000000000000e+00       9.623881851144e-16       2.002025511224e-16       4.101734289842e-17 
 1573       6.146130975296e-11       2.801099225554e-12       8.594823289253e-13       0.000000000000e+00       9.599453123159e-16       1.982681316276e-16       4.116097901860e-17 
 1574       6.110094766972e-11       2.813853479479e-12       8.103021161639e-13       0.000000000000e+00       9.575100131160e-16       1.963189773706e-16       4.129953960820e-17 
 1575       6.074561521915e-11       2.826312392892e-12       7.601649218157e-13       0.000000000000e+00       9.550822536469e-16       1.943526716331e-16       4.143303421082e-17 
 1576       6.039540160440e-11       2.838468473319e-12       7.090940267661e-13       0.000000000000e+00       9.526619996803e-16       1.923667855837e-16       4.156147249497e-17 
 1577       6.005039639842e-11       2.850314194792e-12       6.571128427315e-13       0.000000000000e+00       9.502492166258e-16       1.903588782588e-16       4.168486425430e-17 
 1578       5.971068954449e-11       2.861841997804e-12       6.042449124736e-13       0.000000000000e+00       9.478438695308e-16       1.883264965440e-16       4.180321940786e-17 
 1579       5.937637135681e-11       2.873044289254e-12       5.505139100126e-13       0.000000000000e+00       9.454459230795e-16       1.862671751539e-16       4.191654800035e-17 
 1580       5.904751745276e-11       2.883914475498e-12       4.959440462249e-13       0.000000000000e+00       9.430553444112e-16       1.841790820798e-16       4.202486192822e-17 
 1581       5.872414339624e-11       2.894450072052e-12       4.405612893126e-13       0.000000000000e+00       9.406721116029e-16       1.820629615030e-16       4.212818013519e-17 
 1582       5.840624963547e-11       2.904649622578e-12       3.843921560591e-13       0.000000000000e+00       9.382962052640e-16       1.799202088318e-16       4.222652346532e-17 
 1583       5.809383653296e-11       2.914511668398e-12       3.274633077044e-13       0.000000000000e+00       9.359276057234e-16       1.777522268800e-16       4.231991294182e-17 
 1584       5.778690436528e-11       2.924034748496e-12       2.698015501784e-13       0.000000000000e+00       9.335662930299e-16       1.755604258786e-16       4.240836976736e-17 
 1585       5.748545332290e-11       2.933217399510e-12       2.114338343339e-13       0.000000000000e+00       9.312122469507e-16       1.733462234883e-16       4.249191532438e-17 
 1586       5.718948351000e-11       2.942058155738e-12       1.523872561801e-13       0.000000000000e+00       9.288654469715e-16       1.711110448105e-16       4.257057117542e-17 
 1587       5.689899494428e-11       2.950555549134e-12       9.268905711548e-14       0.000000000000e+00       9.265258722956e-16       1.688563223997e-16       4.264435906347e-17 
 1588       5.661398755679e-11       2.958708109305e-12       3.236662416142e-14       0.000000000000e+00       9.241935018436e-16       1.665834962754e-16       4.271330091225e-17 
 1589       5.633446119172e-11       2.966514363514e-12      -2.855250980478e-14       0.000000000000e+00       9.218683142524e-16       1.642940139336e-16       4.277741882654e-17 
 1590       5.606041560625e-11       2.973972836677e-12      -9.004066581659e-14       0.000000000000e+00       9.195502878753e-16       1.619893303591e-16       4.283673509252e-17 
 1591       5.579185047033e-11       2.981082051362e-12      -1.520700185850e-13       0.000000000000e+00       9.172394007809e-16       1.596709080369e-16       4.289127217811e-17 
 1592       5.552876536654e-11       2.987840527787e-12      -2.146125962654e-13       0.000000000000e+00       9.149356307525e-16       1.573402169646e-16       4.294105273321e-17 
 1593       5.527115978985e-11       2.994246783823e-12      -2.776402802242e-13       0.000000000000e+00       9.126389552881e-16       1.549987346637e-16       4.298609959013e-17 
 1594       5.501903314748e-11       3.000299334986e-12      -3.411248048055e-13       0.000000000000e+00       9.103493515993e-16       1.526479461920e-16       4.302643576383e-17 
 1595       5.477238475869e-11       3.005996694444e-12      -4.050377570981e-13       0.000000000000e+00       9.080667966109e-16       1.502893441548e-16       4.306208445228e-17 
 1596       5.453121385463e-11       3.011337373010e-12      -4.693505767022e-13       0.000000000000e+00       9.057912669604e-16       1.479244287177e-16       4.309306903678e-17 
 1597       5.429551957811e-11       3.016319879144e-12      -5.340345554960e-13       0.000000000000e+00       9.035227389974e-16       1.455547076174e-16       4.311941308225e-17 
 1598       5.406530098344e-11       3.020942718950e-12      -5.990608374027e-13       0.000000000000e+00       9.012611887831e-16       1.431816961746e-16       4.314114033763e-17 
 1599       5.384055703625e-11       3.025204396177e-12      -6.644004181569e-13       0.000000000000e+00       8.990065920896e-16       1.408069173049e-16       4.315827473609e-17 
 1600       5.362128661329e-11       3.029103412217e-12      -7.300241450718e-13       0.000000000000e+00       8.967589243994e-16       1.384319015314e-16       4.317084039545e-17 
 1601       5.340748850227e-11       3.032638266104e-12      -7.959027168057e-13       0.000000000000e+00       8.945181609050e-16       1.360581869963e-16       4.317886161845e-17 
 1602       5.319916140164e-11       3.035807454513e-12      -8.620066831287e-13       0.000000000000e+00       8.922842765080e-16       1.336873194726e-16       4.318236289310e-17 
 1603       5.299630392044e-11       3.038609471759e-12      -9.283064446896e-13       0.000000000000e+00       8.900572458188e-16       1.313208523761e-16       4.318136889296e-17 
 1604       5.279891457809e-11       3.041042809797e-12      -9.947722527828e-13       0.000000000000e+00       8.878370431561e-16       1.289603467776e-16       4.317590447753e-17 
 1605       5.260699180425e-11       3.043105958219e-12      -1.061374209115e-12       0.000000000000e+00       8.856236425461e-16       1.266073714140e-16       4.316599469250e-17 
 1606       5.242053393855e-11       3.044797404254e-12      -1.128082265570e-12       0.000000000000e+00       8.834170177220e-16       1.242635027009e-16       4.315166477011e-17 
 1607       5.223953923051e-11       3.046115632768e-12      -1.194866223981e-12       0.000000000000e+00       8.812171421237e-16       1.219303247441e-16       4.313294012949e-17 
 1608       5.206400583927e-11       3.047059126262e-12      -1.261695735891e-12       0.000000000000e+00       8.790239888967e-16       1.196094293516e-16       4.310984637693e-17 
 1609       5.189393183344e-11       3.047626364869e-12      -1.328540302322e-12       0.000000000000e+00       8.768375308922e-16       1.173024160452e-16       4.308240930624e-17 
 1610       5.172931519095e-11       3.047815826359e-12      -1.395369273544e-12       0.000000000000e+00       8.746577406660e-16       1.150108920728e-16       4.305065489906e-17 
 1611       5.157015379880e-11       3.047625986130e-12      -1.462151848837e-12       0.000000000000e+00       8.724845904782e-16       1.127364724200e-16       4.301460932521e-17 
 1612       5.141644545292e-11       3.047055317214e-12      -1.528857076263e-12       0.000000000000e+00       8.703180522926e-16       1.104807798218e-16       4.297429894294e-17 
 1613       5.126818785796e-11       3.046102290271e-12      -1.595453852430e-12       0.000000000000e+00       8.681580977762e-16       1.082454447749e-16       4.292975029935e-17 
 1614       5.112537862712e-11       3.044765373591e-12      -1.661910922256e-12       0.000000000000e+00       8.660046982985e-16       1.060321055491e-16       4.288099013062e-17 
 1615       5.098801528200e-11       3.043043033092e-12      -1.728196878744e-12       0.000000000000e+00       8.638578249308e-16       1.038424081996e-16       4.282804536240e-17 
