# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  787       3.383924298311e-10       2.414846925062e-12      -1.518201287050e-11       0.000000000000e+00       1.390505897657e-14       5.281309232220e-15      -3.089816319034e-16 
  788       3.390859397832e-10       2.381464998529e-12      -1.499896055530e-11       0.000000000000e+00       1.383992058901e-14       5.266625573009e-15      -3.040901878792e-16 
  789       3.397577586766e-10       2.348533239810e-12      -1.481222073663e-11       0.000000000000e+00       1.377516442063e-14       5.251650670815e-15      -2.991881914370e-16 
  790       3.404074266616e-10       2.316069986094e-12      -1.462186090100e-11       0.000000000000e+00       1.371078704370e-14       5.236388648362e-15      -2.942759612740e-16 
  791       3.410344805156e-10       2.284093726990e-12      -1.442794939080e-11       0.000000000000e+00       1.364678495664e-14       5.220843682436e-15      -2.893538188725e-16 
  792       3.416384536329e-10       2.252623104970e-12      -1.423055540720e-11       0.000000000000e+00       1.358315458376e-14       5.205020004065e-15      -2.844220885071e-16 
  793       3.422188760161e-10       2.221676915807e-12      -1.402974901299e-11       0.000000000000e+00       1.351989227494e-14       5.188921898698e-15      -2.794810972531e-16 
  794       3.427752742659e-10       2.191274109023e-12      -1.382560113541e-11       0.000000000000e+00       1.345699430540e-14       5.172553706389e-15      -2.745311749933e-16 
  795       3.433071715729e-10       2.161433788329e-12      -1.361818356910e-11       0.000000000000e+00       1.339445687537e-14       5.155919821975e-15      -2.695726544269e-16 
  796       3.438140877070e-10       2.132175212068e-12      -1.340756897886e-11       0.000000000000e+00       1.333227610982e-14       5.139024695260e-15      -2.646058710764e-16 
  797       3.442955390093e-10       2.103517793656e-12      -1.319383090262e-11       0.000000000000e+00       1.327044805819e-14       5.121872831194e-15      -2.596311632955e-16 
  798       3.447510383817e-10       2.075481102027e-12      -1.297704375420e-11       0.000000000000e+00       1.320896869407e-14       5.104468790053e-15      -2.546488722773e-16 
  799       3.451800952786e-10       2.048084862076e-12      -1.275728282626e-11       0.000000000000e+00       1.314783391494e-14       5.086817187622e-15      -2.496593420614e-16 
  800       3.455822902274e-10       2.021346639230e-12      -1.253462515591e-11       0.000000000000e+00       1.308704006413e-14       5.068922747523e-15      -2.446630284552e-16 
  801       3.459574999025e-10       1.995274845971e-12      -1.230915213318e-11       0.000000000000e+00       1.302658550767e-14       5.050790458873e-15      -2.396608279589e-16 
  802       3.463056761386e-10       1.969875608633e-12      -1.208094694583e-11       0.000000000000e+00       1.296646908563e-14       5.032425421860e-15      -2.346537548549e-16 
  803       3.466267717765e-10       1.945155071721e-12      -1.185009372387e-11       0.000000000000e+00       1.290668959229e-14       5.013832796048e-15      -2.296428328672e-16 
  804       3.469207406677e-10       1.921119397918e-12      -1.161667754259e-11       0.000000000000e+00       1.284724577595e-14       4.995017800564e-15      -2.246290951887e-16 
  805       3.471875376788e-10       1.897774768099e-12      -1.138078442559e-11       0.000000000000e+00       1.278813633878e-14       4.975985714291e-15      -2.196135845100e-16 
  806       3.474271186964e-10       1.875127381333e-12      -1.114250134777e-11       0.000000000000e+00       1.272935993659e-14       4.956741876060e-15      -2.145973530473e-16 
  807       3.476394406319e-10       1.853183454899e-12      -1.090191623844e-11       0.000000000000e+00       1.267091517866e-14       4.937291684838e-15      -2.095814625704e-16 
  808       3.478244614257e-10       1.831949224287e-12      -1.065911798425e-11       0.000000000000e+00       1.261280062754e-14       4.917640599919e-15      -2.045669844312e-16 
  809       3.479821400520e-10       1.811430943217e-12      -1.041419643227e-11       0.000000000000e+00       1.255501479890e-14       4.897794141119e-15      -1.995549995914e-16 
  810       3.481124365235e-10       1.791634883637e-12      -1.016724239300e-11       0.000000000000e+00       1.249755616130e-14       4.877757888960e-15      -1.945465986512e-16 
  811       3.482153118961e-10       1.772567335741e-12      -9.918347643402e-12       0.000000000000e+00       1.244042313601e-14       4.857537484866e-15      -1.895428818769e-16 
  812       3.482907282732e-10       1.754234607972e-12      -9.667604929929e-12       0.000000000000e+00       1.238361409686e-14       4.837138631351e-15      -1.845449592293e-16 
  813       3.483386488108e-10       1.736643027035e-12      -9.415107971532e-12       0.000000000000e+00       1.232712737001e-14       4.816567092210e-15      -1.795539503919e-16 
  814       3.483590377218e-10       1.719798937901e-12      -9.160951462704e-12       0.000000000000e+00       1.227096123377e-14       4.795828692711e-15      -1.745709847991e-16 
  815       3.483518602805e-10       1.703708703822e-12      -8.905231076495e-12       0.000000000000e+00       1.221511391845e-14       4.774929319784e-15      -1.695972016639e-16 
  816       3.483170828277e-10       1.688378706336e-12      -8.648043467545e-12       0.000000000000e+00       1.215958360611e-14       4.753874922215e-15      -1.646337500067e-16 
  817       3.482546727750e-10       1.673815345275e-12      -8.389486275103e-12       0.000000000000e+00       1.210436843043e-14       4.732671510830e-15      -1.596817886829e-16 
  818       3.481645986094e-10       1.660025038778e-12      -8.129658126057e-12       0.000000000000e+00       1.204946647650e-14       4.711325158694e-15      -1.547424864115e-16 
  819       3.480468298982e-10       1.647014223296e-12      -7.868658637960e-12       0.000000000000e+00       1.199487578062e-14       4.689842001296e-15      -1.498170218027e-16 
  820       3.479013372932e-10       1.634789353604e-12      -7.606588422049e-12       0.000000000000e+00       1.194059433013e-14       4.668228236741e-15      -1.449065833866e-16 
  821       3.477280925359e-10       1.623356902807e-12      -7.343549086280e-12       0.000000000000e+00       1.188662006324e-14       4.646490125942e-15      -1.400123696409e-16 
  822       3.475270684617e-10       1.612723362351e-12      -7.079643238346e-12       0.000000000000e+00       1.183295086878e-14       4.624633992810e-15      -1.351355890196e-16 
  823       3.472982390045e-10       1.602895242032e-12      -6.814974488706e-12       0.000000000000e+00       1.177958458609e-14       4.602666224442e-15      -1.302774599804e-16 
  824       3.470415792016e-10       1.593879070003e-12      -6.549647453611e-12       0.000000000000e+00       1.172651900479e-14       4.580593271318e-15      -1.254392110134e-16 
  825       3.467570651983e-10       1.585681392784e-12      -6.283767758128e-12       0.000000000000e+00       1.167375186460e-14       4.558421647486e-15      -1.206220806693e-16 
  826       3.464446742523e-10       1.578308775273e-12      -6.017442039164e-12       0.000000000000e+00       1.162128085513e-14       4.536157930753e-15      -1.158273175869e-16 
  827       3.461043847386e-10       1.571767800751e-12      -5.750777948498e-12       0.000000000000e+00       1.156910361576e-14       4.513808762880e-15      -1.110561805222e-16 
  828       3.457361761538e-10       1.566065070893e-12      -5.483884155798e-12       0.000000000000e+00       1.151721773536e-14       4.491380849770e-15      -1.063099383755e-16 
  829       3.453400291211e-10       1.561207205778e-12      -5.216870351653e-12       0.000000000000e+00       1.146562075220e-14       4.468880961656e-15      -1.015898702206e-16 
  830       3.449159253947e-10       1.557200843896e-12      -4.949847250596e-12       0.000000000000e+00       1.141431015368e-14       4.446315933297e-15      -9.689726533199e-17 
  831       3.444638478645e-10       1.554052642157e-12      -4.682926594129e-12       0.000000000000e+00       1.136328337618e-14       4.423692664165e-15      -9.223342321367e-17 
  832       3.439837805608e-10       1.551769275903e-12      -4.416221153751e-12       0.000000000000e+00       1.131253780490e-14       4.401018118638e-15      -8.759965362701e-17 
  833       3.434757086586e-10       1.550357438912e-12      -4.149844733982e-12       0.000000000000e+00       1.126207077361e-14       4.378299326187e-15      -8.299727661892e-17 
  834       3.429396184828e-10       1.549823843410e-12      -3.883912175386e-12       0.000000000000e+00       1.121187956451e-14       4.355543381573e-15      -7.842762255004e-17 
  835       3.423754975123e-10       1.550175220080e-12      -3.618539357603e-12       0.000000000000e+00       1.116196140803e-14       4.332757445031e-15      -7.389203212286e-17 
  836       3.417833343849e-10       1.551418318070e-12      -3.353843202368e-12       0.000000000000e+00       1.111231348264e-14       4.309948742464e-15      -6.939185640990e-17 
  837       3.411631189019e-10       1.553559905002e-12      -3.089941676540e-12       0.000000000000e+00       1.106293291466e-14       4.287124565634e-15      -6.492845688178e-17 
  838       3.405148420327e-10       1.556606766982e-12      -2.826953795127e-12       0.000000000000e+00       1.101381677810e-14       4.264292272353e-15      -6.050320543548e-17 
  839       3.398385432952e-10       1.560563564855e-12      -2.564991032842e-12       0.000000000000e+00       1.096496245777e-14       4.241457751221e-15      -5.611715747475e-17 
  840       3.391344537921e-10       1.565426362090e-12      -2.304131388880e-12       0.000000000000e+00       1.091636874620e-14       4.218620786189e-15      -5.177006486051e-17 
  841       3.384028556720e-10       1.571188984321e-12      -2.044444876966e-12       0.000000000000e+00       1.086803476545e-14       4.195779611738e-15      -4.746134584546e-17 
  842       3.376440349919e-10       1.577845152546e-12      -1.786002077503e-12       0.000000000000e+00       1.081995960538e-14       4.172932440949e-15      -4.319041043829e-17 
  843       3.368582817300e-10       1.585388482770e-12      -1.528874139134e-12       0.000000000000e+00       1.077214232351e-14       4.150077465435e-15      -3.895666037613e-17 
  844       3.360458897979e-10       1.593812485646e-12      -1.273132780303e-12       0.000000000000e+00       1.072458194492e-14       4.127212855267e-15      -3.475948909699e-17 
  845       3.352071570539e-10       1.603110566119e-12      -1.018850290821e-12       0.000000000000e+00       1.067727746209e-14       4.104336758908e-15      -3.059828171230e-17 
  846       3.343423853153e-10       1.613276023075e-12      -7.660995334229e-13       0.000000000000e+00       1.063022783481e-14       4.081447303136e-15      -2.647241497935e-17 
  847       3.334518803713e-10       1.624302048978e-12      -5.149539453381e-13       0.000000000000e+00       1.058343199002e-14       4.058542592979e-15      -2.238125727376e-17 
  848       3.325359519955e-10       1.636181729520e-12      -2.654875398466e-13       0.000000000000e+00       1.053688882172e-14       4.035620711641e-15      -1.832416856199e-17 
  849       3.315949139588e-10       1.648908043259e-12      -1.777490784463e-14       0.000000000000e+00       1.049059719083e-14       4.012679720432e-15      -1.430050037378e-17 
  850       3.306290840421e-10       1.662473861268e-12       2.281087805932e-13       0.000000000000e+00       1.044455592503e-14       3.989717658697e-15      -1.030959577465e-17 
  851       3.296387840486e-10       1.676871946778e-12       4.720877746513e-13       0.000000000000e+00       1.039876381871e-14       3.966732543747e-15      -6.350789338386e-18 
  852       3.286243398171e-10       1.692094954817e-12       7.140857412102e-13       0.000000000000e+00       1.035321963277e-14       3.943722370786e-15      -2.423407119481e-18 
  853       3.275860812343e-10       1.708135431861e-12       9.540257632841e-13       0.000000000000e+00       1.030792209454e-14       3.920685112841e-15       1.473233374355e-18 
  854       3.265243422477e-10       1.724985815475e-12       1.191830338458e-12       0.000000000000e+00       1.026286989764e-14       3.897618720692e-15       5.339823209728e-18 
  855       3.254394608779e-10       1.742638433953e-12       1.427421377325e-12       0.000000000000e+00       1.021806170186e-14       3.874521122801e-15       9.177062055088e-18 
  856       3.243317792319e-10       1.761085505968e-12       1.660720201924e-12       0.000000000000e+00       1.017349613301e-14       3.851390225239e-15       1.298565820825e-17 
  857       3.232016435154e-10       1.780319140214e-12       1.891647544177e-12       0.000000000000e+00       1.012917178285e-14       3.828223911620e-15       1.676632862390e-17 
  858       3.220494040456e-10       1.800331335047e-12       2.120123544324e-12       0.000000000000e+00       1.008508720889e-14       3.805020043026e-15       2.051979894116e-17 
  859       3.208754152637e-10       1.821113978133e-12       2.346067749366e-12       0.000000000000e+00       1.004124093435e-14       3.781776457937e-15       2.424680351106e-17 
  860       3.196800357479e-10       1.842658846088e-12       2.569399111495e-12       0.000000000000e+00       9.997631447943e-15       3.758490972163e-15       2.794808542409e-17 
  861       3.184636282262e-10       1.864957604126e-12       2.790035986538e-12       0.000000000000e+00       9.954257203830e-15       3.735161378770e-15       3.162439653774e-17 
  862       3.172265595886e-10       1.888001805701e-12       3.007896132389e-12       0.000000000000e+00       9.911116621448e-15       3.711785448010e-15       3.527649750396e-17 
  863       3.159692009000e-10       1.911782892148e-12       3.222896707452e-12       0.000000000000e+00       9.868208085400e-15       3.688360927252e-15       3.890515779676e-17 
  864       3.146919274132e-10       1.936292192332e-12       3.434954269071e-12       0.000000000000e+00       9.825529945326e-15       3.664885540910e-15       4.251115573967e-17 
  865       3.133951185813e-10       1.961520922290e-12       3.643984771973e-12       0.000000000000e+00       9.783080515782e-15       3.641356990371e-15       4.609527853332e-17 
  866       3.120791580703e-10       1.987460184872e-12       3.849903566704e-12       0.000000000000e+00       9.740858076111e-15       3.617772953927e-15       4.965832228291e-17 
  867       3.107444337723e-10       2.014100969389e-12       4.052625398066e-12       0.000000000000e+00       9.698860870317e-15       3.594131086703e-15       5.320109202576e-17 
  868       3.093913378174e-10       2.041434151256e-12       4.252064403554e-12       0.000000000000e+00       9.657087106945e-15       3.570429020584e-15       5.672440175882e-17 
  869       3.080202665872e-10       2.069450491632e-12       4.448134111793e-12       0.000000000000e+00       9.615534958949e-15       3.546664364149e-15       6.022907446623e-17 
  870       3.066316207270e-10       2.098140637072e-12       4.640747440976e-12       0.000000000000e+00       9.574202563573e-15       3.522834702596e-15       6.371594214679e-17 
  871       3.052258051587e-10       2.127495119162e-12       4.829816697301e-12       0.000000000000e+00       9.533088022221e-15       3.498937597673e-15       6.718584584150e-17 
  872       3.038032290934e-10       2.157504354167e-12       5.015253573409e-12       0.000000000000e+00       9.492189400335e-15       3.474970587608e-15       7.063963566112e-17 
  873       3.023643060441e-10       2.188158642677e-12       5.196969146821e-12       0.000000000000e+00       9.451504727265e-15       3.450931187037e-15       7.407817081365e-17 
  874       3.009094538385e-10       2.219448169248e-12       5.374873878375e-12       0.000000000000e+00       9.411031996152e-15       3.426816886934e-15       7.750231963185e-17 
  875       2.994390946317e-10       2.251363002045e-12       5.548877610662e-12       0.000000000000e+00       9.370769163794e-15       3.402625154539e-15       8.091295960080e-17 
  876       2.979536549186e-10       2.283893092489e-12       5.718889566466e-12       0.000000000000e+00       9.330714150526e-15       3.378353433288e-15       8.431097738540e-17 
  877       2.964535655471e-10       2.317028274900e-12       5.884818347200e-12       0.000000000000e+00       9.290864840094e-15       3.353999142744e-15       8.769726885789e-17 
  878       2.949392587708e-10       2.350757586721e-12       6.046584576427e-12       0.000000000000e+00       9.251219335078e-15       3.329560767855e-15       9.107241916668e-17 
  879       2.934111593297e-10       2.385067217537e-12       6.204159063986e-12       0.000000000000e+00       9.211776728084e-15       3.305041146726e-15       9.443573705716e-17 
  880       2.918696932467e-10       2.419942525250e-12       6.357525273322e-12       0.000000000000e+00       9.172536343124e-15       3.280444237373e-15       9.778620454916e-17 
  881       2.903152907857e-10       2.455368711945e-12       6.506666734312e-12       0.000000000000e+00       9.133497481149e-15       3.255774033445e-15       1.011227954183e-16 
  882       2.887483864639e-10       2.491330823427e-12       6.651567043672e-12       0.000000000000e+00       9.094659419961e-15       3.231034564323e-15       1.044444751736e-16 
  883       2.871694190640e-10       2.527813748761e-12       6.792209865356e-12       0.000000000000e+00       9.056021414123e-15       3.206229895218e-15       1.077502010354e-16 
  884       2.855788316466e-10       2.564802219808e-12       6.928578930966e-12       0.000000000000e+00       9.017582694880e-15       3.181364127270e-15       1.110389219133e-16 
  885       2.839770715623e-10       2.602280810767e-12       7.060658040149e-12       0.000000000000e+00       8.979342470071e-15       3.156441397647e-15       1.143095783835e-16 
  886       2.823645904638e-10       2.640233937708e-12       7.188431061005e-12       0.000000000000e+00       8.941299924042e-15       3.131465879642e-15       1.175611026668e-16 
  887       2.807418443185e-10       2.678645858116e-12       7.311881930488e-12       0.000000000000e+00       8.903454217563e-15       3.106441782775e-15       1.207924186065e-16 
  888       2.791092934203e-10       2.717500670425e-12       7.430994654810e-12       0.000000000000e+00       8.865804487740e-15       3.081373352888e-15       1.240024416461e-16 
  889       2.774674024024e-10       2.756782313558e-12       7.545753309845e-12       0.000000000000e+00       8.828349847930e-15       3.056264872244e-15       1.271900788068e-16 
  890       2.758166402489e-10       2.796474566465e-12       7.656142041533e-12       0.000000000000e+00       8.791089387659e-15       3.031120659630e-15       1.303542286657e-16 
  891       2.741574803075e-10       2.836561047660e-12       7.762145066281e-12       0.000000000000e+00       8.754022172531e-15       3.005945070449e-15       1.334937813334e-16 
  892       2.724904003015e-10       2.877025214763e-12       7.863746671369e-12       0.000000000000e+00       8.717147244147e-15       2.980742496825e-15       1.366076184314e-16 
  893       2.708158823420e-10       2.917850364033e-12       7.960931215353e-12       0.000000000000e+00       8.680463620015e-15       2.955517367696e-15       1.396946130708e-16 
  894       2.691344129406e-10       2.959019629912e-12       8.053683128466e-12       0.000000000000e+00       8.643970293471e-15       2.930274148919e-15       1.427536298288e-16 
  895       2.674464830210e-10       3.000515984558e-12       8.141986913027e-12       0.000000000000e+00       8.607666233585e-15       2.905017343360e-15       1.457835247278e-16 
  896       2.657525879315e-10       3.042322237386e-12       8.225827143839e-12       0.000000000000e+00       8.571550385084e-15       2.879751491002e-15       1.487831452122e-16 
  897       2.640532274575e-10       3.084421034606e-12       8.305188468594e-12       0.000000000000e+00       8.535621668260e-15       2.854481169038e-15       1.517513301265e-16 
  898       2.623489058332e-10       3.126794858762e-12       8.380055608277e-12       0.000000000000e+00       8.499878978888e-15       2.829210991969e-15       1.546869096932e-16 
  899       2.606401317543e-10       3.169426028267e-12       8.450413357571e-12       0.000000000000e+00       8.464321188140e-15       2.803945611707e-15       1.575887054904e-16 
  900       2.589274183901e-10       3.212296696946e-12       8.516246585258e-12       0.000000000000e+00       8.428947142498e-15       2.778689717670e-15       1.604555304296e-16 
  901       2.572112833957e-10       3.255388853571e-12       8.577540234622e-12       0.000000000000e+00       8.393755663670e-15       2.753448036882e-15       1.632861887337e-16 
  902       2.554922489241e-10       3.298684321399e-12       8.634279323857e-12       0.000000000000e+00       8.358745548504e-15       2.728225334072e-15       1.660794759142e-16 
  903       2.537708416387e-10       3.342164757713e-12       8.686448946464e-12       0.000000000000e+00       8.323915568902e-15       2.703026411772e-15       1.688341787498e-16 
  904       2.520475927254e-10       3.385811653359e-12       8.734034271659e-12       0.000000000000e+00       8.289264471734e-15       2.677856110415e-15       1.715490752633e-16 
  905       2.503230379049e-10       3.429606332281e-12       8.777020544777e-12       0.000000000000e+00       8.254790978756e-15       2.652719308434e-15       1.742229347001e-16 
  906       2.485977174447e-10       3.473529951066e-12       8.815393087672e-12       0.000000000000e+00       8.220493786519e-15       2.627620922363e-15       1.768545175055e-16 
  907       2.468721761717e-10       3.517563498475e-12       8.849137299122e-12       0.000000000000e+00       8.186371566289e-15       2.602565906932e-15       1.794425753028e-16 
  908       2.451469634843e-10       3.561687794987e-12       8.878238655233e-12       0.000000000000e+00       8.152422963957e-15       2.577559255168e-15       1.819858508706e-16 
  909       2.434226333644e-10       3.605883492334e-12       8.902682709843e-12       0.000000000000e+00       8.118646599955e-15       2.552605998492e-15       1.844830781213e-16 
  910       2.416997443901e-10       3.650131073041e-12       8.922455094923e-12       0.000000000000e+00       8.085041069173e-15       2.527711206821e-15       1.869329820782e-16 
  911       2.399788597473e-10       3.694410849962e-12       8.937541520985e-12       0.000000000000e+00       8.051604940869e-15       2.502879988661e-15       1.893342788536e-16 
  912       2.382605472427e-10       3.738702965820e-12       8.947927777479e-12       0.000000000000e+00       8.018336758586e-15       2.478117491212e-15       1.916856756265e-16 
  913       2.365453793154e-10       3.782987392748e-12       8.953599733203e-12       0.000000000000e+00       7.985235040067e-15       2.453428900461e-15       1.939858706203e-16 
  914       2.348339330495e-10       3.827243931819e-12       8.954543336701e-12       0.000000000000e+00       7.952298277169e-15       2.428819441284e-15       1.962335530809e-16 
  915       2.331267901861e-10       3.871452212595e-12       8.950744616672e-12       0.000000000000e+00       7.919524935777e-15       2.404294377544e-15       1.984274032539e-16 
  916       2.314245371358e-10       3.915591692655e-12       8.942189682368e-12       0.000000000000e+00       7.886913455718e-15       2.379859012190e-15       2.005660923630e-16 
  917       2.297277188724e-10       3.959642825982e-12       8.928874008698e-12       0.000000000000e+00       7.854462436123e-15       2.355518104828e-15       2.026486670862e-16 
  918       2.280366997852e-10       4.003590589410e-12       8.910830452729e-12       0.000000000000e+00       7.822171194921e-15       2.331274114083e-15       2.046757097399e-16 
  919       2.263518006357e-10       4.047421011406e-12       8.888101684089e-12       0.000000000000e+00       7.790039218083e-15       2.307128927446e-15       2.066481965241e-16 
  920       2.246733444803e-10       4.091120008033e-12       8.860730942431e-12       0.000000000000e+00       7.758065974924e-15       2.283084441279e-15       2.085671147314e-16 
  921       2.230016566760e-10       4.134673382645e-12       8.828762039165e-12       0.000000000000e+00       7.726250918048e-15       2.259142560833e-15       2.104334627786e-16 
  922       2.213370648864e-10       4.178066825599e-12       8.792239359178e-12       0.000000000000e+00       7.694593483281e-15       2.235305200262e-15       2.122482502401e-16 
  923       2.196798990869e-10       4.221285913954e-12       8.751207862564e-12       0.000000000000e+00       7.663093089621e-15       2.211574282636e-15       2.140124978797e-16 
  924       2.180304915708e-10       4.264316111183e-12       8.705713086354e-12       0.000000000000e+00       7.631749139171e-15       2.187951739962e-15       2.157272376841e-16 
  925       2.163891769547e-10       4.307142766871e-12       8.655801146238e-12       0.000000000000e+00       7.600561017085e-15       2.164439513195e-15       2.173935128946e-16 
  926       2.147562921841e-10       4.349751116425e-12       8.601518738294e-12       0.000000000000e+00       7.569528091508e-15       2.141039552255e-15       2.190123780403e-16 
  927       2.131321765394e-10       4.392126280775e-12       8.542913140717e-12       0.000000000000e+00       7.538649713513e-15       2.117753816044e-15       2.205848989704e-16 
  928       2.115171716412e-10       4.434253266082e-12       8.480032215544e-12       0.000000000000e+00       7.507925217049e-15       2.094584272461e-15       2.221121528868e-16 
  929       2.099116214561e-10       4.476116963441e-12       8.412924410378e-12       0.000000000000e+00       7.477353918876e-15       2.071532898415e-15       2.235952283767e-16 
  930       2.083158723026e-10       4.517702148585e-12       8.341638760124e-12       0.000000000000e+00       7.446935118507e-15       2.048601679843e-15       2.250352254453e-16 
  931       2.067302728562e-10       4.558993481593e-12       8.266224888705e-12       0.000000000000e+00       7.416668098152e-15       2.025792611728e-15       2.264332555482e-16 
  932       2.051551741556e-10       4.599975506593e-12       8.186733010797e-12       0.000000000000e+00       7.386552122655e-15       2.003107698109e-15       2.277904416243e-16 
  933       2.035909296081e-10       4.640632651467e-12       8.103213933554e-12       0.000000000000e+00       7.356586439439e-15       1.980548952100e-15       2.291079181279e-16 
  934       2.020378949955e-10       4.680949227555e-12       8.015719058332e-12       0.000000000000e+00       7.326770278441e-15       1.958118395907e-15       2.303868310617e-16 
  935       2.004964284793e-10       4.720909429361e-12       7.924300382420e-12       0.000000000000e+00       7.297102852060e-15       1.935818060838e-15       2.316283380090e-16 
  936       1.989668906068e-10       4.760497334259e-12       7.829010500764e-12       0.000000000000e+00       7.267583355092e-15       1.913649987326e-15       2.328336081669e-16 
  937       1.974496443166e-10       4.799696902196e-12       7.729902607698e-12       0.000000000000e+00       7.238210964674e-15       1.891616224939e-15       2.340038223782e-16 
  938       1.959450549442e-10       4.838491975395e-12       7.627030498666e-12       0.000000000000e+00       7.208984840226e-15       1.869718832398e-15       2.351401731643e-16 
  939       1.944534902280e-10       4.876866278066e-12       7.520448571952e-12       0.000000000000e+00       7.179904123388e-15       1.847959877592e-15       2.362438647579e-16 
  940       1.929753203144e-10       4.914803416105e-12       7.410211830407e-12       0.000000000000e+00       7.150967937964e-15       1.826341437594e-15       2.373161131354e-16 
  941       1.915109177638e-10       4.952286876802e-12       7.296375883174e-12       0.000000000000e+00       7.122175389861e-15       1.804865598674e-15       2.383581460494e-16 
  942       1.900606575564e-10       4.989300028545e-12       7.178996947419e-12       0.000000000000e+00       7.093525567032e-15       1.783534456321e-15       2.393712030615e-16 
  943       1.886249170975e-10       5.025826120523e-12       7.058131850053e-12       0.000000000000e+00       7.065017539417e-15       1.762350115252e-15       2.403565355750e-16 
  944       1.872040762234e-10       5.061848282435e-12       6.933838029462e-12       0.000000000000e+00       7.036650358879e-15       1.741314689429e-15       2.413154068670e-16 
  945       1.857985172071e-10       5.097349524191e-12       6.806173537236e-12       0.000000000000e+00       7.008423059153e-15       1.720430302078e-15       2.422490921213e-16 
  946       1.844086247638e-10       5.132312735621e-12       6.675197039889e-12       0.000000000000e+00       6.980334655779e-15       1.699699085702e-15       2.431588784611e-16 
  947       1.830347860566e-10       5.166720686174e-12       6.540967820594e-12       0.000000000000e+00       6.952384146050e-15       1.679123182095e-15       2.440460649813e-16 
  948       1.816773907022e-10       5.200556024628e-12       6.403545780906e-12       0.000000000000e+00       6.924570508946e-15       1.658704742362e-15       2.449119627813e-16 
  949       1.803368307767e-10       5.233801278793e-12       6.262991442488e-12       0.000000000000e+00       6.896892705080e-15       1.638445926930e-15       2.457578949974e-16 
  950       1.790135008210e-10       5.266438855217e-12       6.119365948842e-12       0.000000000000e+00       6.869349676638e-15       1.618348905567e-15       2.465851968357e-16 
  951       1.777077978465e-10       5.298451038887e-12       5.972731067031e-12       0.000000000000e+00       6.841940347317e-15       1.598415857396e-15       2.473952156042e-16 
  952       1.764201213411e-10       5.329819992941e-12       5.823149189411e-12       0.000000000000e+00       6.814663622271e-15       1.578648970910e-15       2.481893107457e-16 
  953       1.751508732744e-10       5.360527758364e-12       5.670683335353e-12       0.000000000000e+00       6.787518388046e-15       1.559050443990e-15       2.489688538706e-16 
  954       1.739004581036e-10       5.390556253701e-12       5.515397152976e-12       0.000000000000e+00       6.760503512526e-15       1.539622483918e-15       2.497352287888e-16 
  955       1.726692827792e-10       5.419887274757e-12       5.357354920867e-12       0.000000000000e+00       6.733617844870e-15       1.520367307394e-15       2.504898315432e-16 
  956       1.714576976174e-10       5.448504770417e-12       5.196622560526e-12       0.000000000000e+00       6.706860346471e-15       1.501286409587e-15       2.512336988025e-16 
  957       1.702658179161e-10       5.476401708790e-12       5.033270687144e-12       0.000000000000e+00       6.680230486121e-15       1.482378359024e-15       2.519663867584e-16 
  958       1.690936996254e-10       5.503573315363e-12       4.867371608856e-12       0.000000000000e+00       6.653727850763e-15       1.463640969045e-15       2.526870751675e-16 
  959       1.679413982313e-10       5.530014806409e-12       4.698998322108e-12       0.000000000000e+00       6.627352014984e-15       1.445072025635e-15       2.533949374211e-16 
  960       1.668089687535e-10       5.555721388982e-12       4.528224513517e-12       0.000000000000e+00       6.601102540970e-15       1.426669287345e-15       2.540891405293e-16 
  961       1.656964657439e-10       5.580688260925e-12       4.355124561734e-12       0.000000000000e+00       6.574978978468e-15       1.408430485209e-15       2.547688451049e-16 
  962       1.646039432836e-10       5.604910610870e-12       4.179773539300e-12       0.000000000000e+00       6.548980864739e-15       1.390353322664e-15       2.554332053470e-16 
  963       1.635314549818e-10       5.628383618247e-12       4.002247214505e-12       0.000000000000e+00       6.523107724521e-15       1.372435475472e-15       2.560813690250e-16 
  964       1.624790539729e-10       5.651102453282e-12       3.822622053253e-12       0.000000000000e+00       6.497359069985e-15       1.354674591638e-15       2.567124774623e-16 
  965       1.614467929150e-10       5.673062277000e-12       3.640975220914e-12       0.000000000000e+00       6.471734400693e-15       1.337068291331e-15       2.573256655206e-16 
  966       1.604347239872e-10       5.694258241235e-12       3.457384584189e-12       0.000000000000e+00       6.446233203555e-15       1.319614166801e-15       2.579200615828e-16 
  967       1.594428988881e-10       5.714685488626e-12       3.271928712970e-12       0.000000000000e+00       6.420854952791e-15       1.302309782301e-15       2.584947875380e-16 
  968       1.584713688334e-10       5.734339152626e-12       3.084686882193e-12       0.000000000000e+00       6.395599109884e-15       1.285152674007e-15       2.590489587643e-16 
  969       1.575201845539e-10       5.753214357500e-12       2.895739073707e-12       0.000000000000e+00       6.370465123543e-15       1.268140349937e-15       2.595816841134e-16 
