t,E_tot,E_x,E_y,proj_bx,C_vx_bx,C_bx_wx,C_vy_by,C_by_wy,D_bx,D_by,Tau_vx,Tau_vy,Tau_bx,Tau_by
5.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.34990307e-09,6.46224060e-15,-1.35707053e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.27115006e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.37444677e-09,6.57973587e-15,-1.38174453e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.25489441e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.39899046e-09,6.69723114e-15,-1.40641854e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.24334180e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.42353415e-09,6.81472641e-15,-1.43109255e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.22252617e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.44807784e-09,6.93222168e-15,-1.45576655e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.21690120e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.00000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.47262153e-09,7.04971694e-15,-1.48044056e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.21614321e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.10000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.49716522e-09,7.16721221e-15,-1.50511456e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.22601946e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.20000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.52170891e-09,7.28470747e-15,-1.52978857e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.23483376e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.30000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.54625260e-09,7.40220274e-15,-1.55446258e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.24653480e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.40000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.57079630e-09,7.51969800e-15,-1.57913658e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.25215664e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.59533999e-09,7.63719326e-15,-1.60381059e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.27890311e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.61988368e-09,7.75468853e-15,-1.62848459e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.29820010e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.64442737e-09,7.87218379e-15,-1.65315860e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.32221261e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.66897106e-09,7.98967905e-15,-1.67783260e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.34242001e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.69351475e-09,8.10717431e-15,-1.70250660e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.36780155e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.00000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.71805844e-09,8.22466956e-15,-1.72718061e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.39302225e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.10000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.74260213e-09,8.34216482e-15,-1.75185461e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.41566991e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.20000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.76714582e-09,8.45966008e-15,-1.77652862e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.42721270e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.30000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.79168951e-09,8.57715533e-15,-1.80120262e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.45077359e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.40000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.81623321e-09,8.69465059e-15,-1.82587662e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.46459431e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.84077690e-09,8.81214584e-15,-1.85055063e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.49453906e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.86532059e-09,8.92964109e-15,-1.87522463e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.51428473e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.88986428e-09,9.04713634e-15,-1.89989863e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.53556925e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.91440797e-09,9.16463159e-15,-1.92457263e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.54300453e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.93895166e-09,9.28212684e-15,-1.94924664e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.56429064e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.00000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.96349535e-09,9.39962209e-15,-1.97392064e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.58266548e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.10000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.98803904e-09,9.51711734e-15,-1.99859464e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.60623263e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.20000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.01258273e-09,9.63461258e-15,-2.02326864e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.62323819e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
