t,E_tot,E_x,E_y,proj_bx,C_vx_bx,C_bx_wx,C_vy_by,C_by_wy,D_bx,D_by,Tau_vx,Tau_vy,Tau_bx,Tau_by
8.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.22151453e-09,4.04183571e-14,-8.48785498e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.27060190e-09,4.08883374e-14,-8.58655086e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.31968926e-09,4.13583178e-14,-8.68524673e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.36877662e-09,4.18282981e-14,-8.78394259e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.00000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.41786398e-09,4.22982784e-14,-8.88263846e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.10000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.46695135e-09,4.27682586e-14,-8.98133432e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.20000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.51603871e-09,4.32382389e-14,-9.08003017e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.30000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.56512607e-09,4.37082191e-14,-9.17872602e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.40000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.61421343e-09,4.41781994e-14,-9.27742187e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.66330079e-09,4.46481796e-14,-9.37611771e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
