t,E_tot,E_x,E_y,proj_bx
2.25000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.50897468e-07
2.30000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.63078327e-07
2.35000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.75255147e-07
2.40000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.87427842e-07
2.45000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.99596325e-07
2.50000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,6.11760507e-07
2.55000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,6.23920303e-07
2.60000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,6.36075624e-07
2.65000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,6.48226384e-07
2.70000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,6.60372494e-07
2.75000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,6.72513870e-07
2.80000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,6.84650422e-07
2.85000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,6.96782064e-07
2.90000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,7.08908710e-07
2.95000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,7.21030272e-07
3.00000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,7.33146663e-07
3.05000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,7.45257796e-07
3.10000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,7.57363585e-07
3.15000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,7.69463943e-07
3.20000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,7.81558782e-07
3.25000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,7.93648017e-07
3.30000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,8.05731560e-07
3.35000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,8.17809325e-07
3.40000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,8.29881225e-07
3.45000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,8.41947174e-07
3.50000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,8.54007085e-07
3.55000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,8.66060872e-07
3.60000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,8.78108447e-07
3.65000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,8.90149726e-07
3.70000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,9.02184621e-07
3.75000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,9.14213046e-07
3.80000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,9.26234915e-07
3.85000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,9.38250142e-07
3.90000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,9.50258640e-07
3.95000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,9.62260323e-07
4.00000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,9.74255106e-07
4.05000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,9.86242902e-07
4.10000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,9.98223625e-07
4.15000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.01019719e-06
4.20000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.02216351e-06
4.25000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.03412250e-06
4.30000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.04607407e-06
4.35000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.05801815e-06
4.40000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.06995463e-06
4.45000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.08188344e-06
4.50000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.09380450e-06
4.55000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.10571771e-06
4.60000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.11762299e-06
4.65000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.12952025e-06
4.70000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.14140942e-06
4.75000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.15329039e-06
4.80000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.16516310e-06
4.85000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.17702746e-06
4.90000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.18888337e-06
4.95000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.20073075e-06
5.00000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.21256953e-06
5.05000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.22439961e-06
5.10000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.23622091e-06
5.15000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.24803334e-06
5.20000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.25983683e-06
5.25000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.27163127e-06
5.30000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.28341660e-06
5.35000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.29519273e-06
5.40000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.30695957e-06
5.45000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.31871703e-06
5.50000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.33046504e-06
5.55000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.34220351e-06
5.60000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.35393235e-06
5.65000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.36565148e-06
5.70000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.37736082e-06
5.75000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.38906028e-06
5.80000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.40074978e-06
5.85000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.41242923e-06
5.90000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.42409856e-06
5.95000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.43575767e-06
6.00000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.44740648e-06
6.05000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.45904492e-06
6.10000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.47067289e-06
6.15000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.48229032e-06
6.20000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.49389712e-06
6.25000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.50549320e-06
6.30000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.51707848e-06
6.35000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.52865289e-06
6.40000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.54021634e-06
6.45000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.55176873e-06
6.50000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.56331001e-06
6.55000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.57484007e-06
6.60000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.58635883e-06
6.65000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.59786622e-06
6.70000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.60936215e-06
6.75000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.62084654e-06
6.80000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.63231931e-06
6.85000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.64378037e-06
6.90000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.65522964e-06
6.95000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.66666704e-06
7.00000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.67809249e-06
7.05000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.68950591e-06
7.10000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.70090721e-06
7.15000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.71229631e-06
7.20000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.72367313e-06
7.25000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.73503759e-06
7.30000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.74638961e-06
7.35000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.75772910e-06
7.40000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.76905599e-06
7.45000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.78037020e-06
7.50000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.79167163e-06
7.55000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.80296022e-06
7.60000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.81423587e-06
7.65000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.82549852e-06
7.70000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.83674808e-06
7.75000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.84798446e-06
7.80000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.85920759e-06
7.85000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.87041739e-06
7.90000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.88161377e-06
7.95000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.89279666e-06
8.00000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.90396598e-06
8.05000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.91512164e-06
8.10000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.92626357e-06
8.15000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.93739168e-06
8.20000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.94850590e-06
8.25000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.95960615e-06
8.30000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.97069235e-06
8.35000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.98176441e-06
8.40000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,1.99282226e-06
8.45000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.00386582e-06
8.50000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.01489501e-06
8.55000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.02590975e-06
8.60000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.03690996e-06
8.65000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.04789556e-06
8.70000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.05886648e-06
8.75000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.06982263e-06
8.80000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.08076394e-06
8.85000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.09169033e-06
8.90000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.10260171e-06
8.95000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.11349802e-06
9.00000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.12437917e-06
9.05000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.13524509e-06
9.10000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.14609569e-06
9.15000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.15693091e-06
9.20000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.16775065e-06
9.25000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.17855485e-06
9.30000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.18934343e-06
9.35000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.20011631e-06
9.40000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.21087341e-06
9.45000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.22161465e-06
9.50000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.23233996e-06
9.55000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.24304927e-06
9.60000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.25374248e-06
9.65000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.26441954e-06
9.70000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.27508036e-06
9.75000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.28572486e-06
9.80000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.29635297e-06
9.85000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.30696461e-06
9.90000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.31755970e-06
9.95000000e+01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.32813818e-06
1.00000000e+02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.33869996e-06
