t,E_tot,E_x,E_y,proj_bx,C_vx_bx,C_bx_wx,C_vy_by,C_by_wy,D_bx,D_by,P_eta_left,P_eta_right,P_eta_total,Tau_vx,Tau_vy,Tau_bx,Tau_by
1.02800000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.04606872e-08,4.83100383e-13,-1.01451080e-11,0.00000000e+00,0.00000000e+00,5.02615714e-17,0.00000000e+00,1.10596475e-28,2.61592161e-19,2.61592161e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.02900000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.05097714e-08,4.83570247e-13,-1.01549752e-11,0.00000000e+00,0.00000000e+00,5.03593999e-17,0.00000000e+00,1.10964334e-28,2.62101321e-19,2.62101321e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.03000000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.05588555e-08,4.84040112e-13,-1.01648424e-11,0.00000000e+00,0.00000000e+00,5.04573235e-17,0.00000000e+00,1.11301397e-28,2.62610976e-19,2.62610976e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.03100000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.06079397e-08,4.84509976e-13,-1.01747095e-11,0.00000000e+00,0.00000000e+00,5.05553422e-17,0.00000000e+00,1.11549048e-28,2.63121126e-19,2.63121125e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.03200000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.06570238e-08,4.84979840e-13,-1.01845766e-11,0.00000000e+00,0.00000000e+00,5.06534561e-17,0.00000000e+00,1.11755227e-28,2.63631770e-19,2.63631770e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.03300000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.07061080e-08,4.85449704e-13,-1.01944438e-11,0.00000000e+00,0.00000000e+00,5.07516650e-17,0.00000000e+00,1.12012521e-28,2.64142910e-19,2.64142910e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.03400000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.07551921e-08,4.85919568e-13,-1.02043109e-11,0.00000000e+00,0.00000000e+00,5.08499690e-17,0.00000000e+00,1.12280762e-28,2.64654545e-19,2.64654544e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.03500000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.08042762e-08,4.86389431e-13,-1.02141781e-11,0.00000000e+00,0.00000000e+00,5.09483681e-17,0.00000000e+00,1.12579506e-28,2.65166674e-19,2.65166674e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.03600000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.08533603e-08,4.86859294e-13,-1.02240452e-11,0.00000000e+00,0.00000000e+00,5.10468624e-17,0.00000000e+00,1.12830179e-28,2.65679299e-19,2.65679299e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.03700000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.09024445e-08,4.87329157e-13,-1.02339123e-11,0.00000000e+00,0.00000000e+00,5.11454517e-17,0.00000000e+00,1.13203168e-28,2.66192418e-19,2.66192418e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.03800000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.09515286e-08,4.87799020e-13,-1.02437794e-11,0.00000000e+00,0.00000000e+00,5.12441361e-17,0.00000000e+00,1.13491908e-28,2.66706033e-19,2.66706033e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.03900000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.10006127e-08,4.88268883e-13,-1.02536465e-11,0.00000000e+00,0.00000000e+00,5.13429156e-17,0.00000000e+00,1.13746231e-28,2.67220142e-19,2.67220142e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.04000000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.10496968e-08,4.88738745e-13,-1.02635136e-11,0.00000000e+00,0.00000000e+00,5.14417903e-17,0.00000000e+00,1.14114663e-28,2.67734747e-19,2.67734747e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.04100000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.10987808e-08,4.89208607e-13,-1.02733807e-11,0.00000000e+00,0.00000000e+00,5.15407600e-17,0.00000000e+00,1.14438293e-28,2.68249846e-19,2.68249846e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.04200000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.11478649e-08,4.89678469e-13,-1.02832478e-11,0.00000000e+00,0.00000000e+00,5.16398248e-17,0.00000000e+00,1.14714617e-28,2.68765441e-19,2.68765440e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.04300000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.11969490e-08,4.90148330e-13,-1.02931149e-11,0.00000000e+00,0.00000000e+00,5.17389848e-17,0.00000000e+00,1.14927942e-28,2.69281530e-19,2.69281530e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.04400000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.12460331e-08,4.90618192e-13,-1.03029820e-11,0.00000000e+00,0.00000000e+00,5.18382398e-17,0.00000000e+00,1.15098149e-28,2.69798114e-19,2.69798114e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.04500000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.12951171e-08,4.91088053e-13,-1.03128491e-11,0.00000000e+00,0.00000000e+00,5.19375899e-17,0.00000000e+00,1.15381508e-28,2.70315193e-19,2.70315193e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.04600000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.13442012e-08,4.91557914e-13,-1.03227162e-11,0.00000000e+00,0.00000000e+00,5.20370352e-17,0.00000000e+00,1.15642631e-28,2.70832768e-19,2.70832768e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.04700000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.13932853e-08,4.92027774e-13,-1.03325833e-11,0.00000000e+00,0.00000000e+00,5.21365755e-17,0.00000000e+00,1.15965164e-28,2.71350837e-19,2.71350837e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.04800000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.14423693e-08,4.92497635e-13,-1.03424503e-11,0.00000000e+00,0.00000000e+00,5.22362109e-17,0.00000000e+00,1.16365145e-28,2.71869401e-19,2.71869401e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.04900000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.14914534e-08,4.92967495e-13,-1.03523174e-11,0.00000000e+00,0.00000000e+00,5.23359415e-17,0.00000000e+00,1.16671004e-28,2.72388460e-19,2.72388460e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.05000000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.15405374e-08,4.93437355e-13,-1.03621845e-11,0.00000000e+00,0.00000000e+00,5.24357671e-17,0.00000000e+00,1.16934722e-28,2.72908014e-19,2.72908014e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.05100000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.15896214e-08,4.93907215e-13,-1.03720515e-11,0.00000000e+00,0.00000000e+00,5.25356878e-17,0.00000000e+00,1.17220033e-28,2.73428063e-19,2.73428063e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.05200000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.16387054e-08,4.94377074e-13,-1.03819186e-11,0.00000000e+00,0.00000000e+00,5.26357037e-17,0.00000000e+00,1.17574894e-28,2.73948607e-19,2.73948607e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.05300000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.16877895e-08,4.94846934e-13,-1.03917856e-11,0.00000000e+00,0.00000000e+00,5.27358146e-17,0.00000000e+00,1.17907566e-28,2.74469646e-19,2.74469646e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.05400000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.17368735e-08,4.95316793e-13,-1.04016526e-11,0.00000000e+00,0.00000000e+00,5.28360207e-17,0.00000000e+00,1.18147498e-28,2.74991180e-19,2.74991180e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.05500000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.17859575e-08,4.95786652e-13,-1.04115197e-11,0.00000000e+00,0.00000000e+00,5.29363218e-17,0.00000000e+00,1.18453830e-28,2.75513209e-19,2.75513209e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.05600000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.18350415e-08,4.96256510e-13,-1.04213867e-11,0.00000000e+00,0.00000000e+00,5.30367180e-17,0.00000000e+00,1.18851157e-28,2.76035733e-19,2.76035733e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.05700000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.18841255e-08,4.96726369e-13,-1.04312537e-11,0.00000000e+00,0.00000000e+00,5.31372094e-17,0.00000000e+00,1.19249914e-28,2.76558752e-19,2.76558751e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.05800000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.19332094e-08,4.97196227e-13,-1.04411208e-11,0.00000000e+00,0.00000000e+00,5.32377958e-17,0.00000000e+00,1.19573123e-28,2.77082265e-19,2.77082265e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.05900000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.19822934e-08,4.97666085e-13,-1.04509878e-11,0.00000000e+00,0.00000000e+00,5.33384774e-17,0.00000000e+00,1.19859315e-28,2.77606274e-19,2.77606274e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.06000000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.20313774e-08,4.98135942e-13,-1.04608548e-11,0.00000000e+00,0.00000000e+00,5.34392540e-17,0.00000000e+00,1.20146626e-28,2.78130778e-19,2.78130778e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.06100000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.20804614e-08,4.98605800e-13,-1.04707218e-11,0.00000000e+00,0.00000000e+00,5.35401257e-17,0.00000000e+00,1.20524363e-28,2.78655776e-19,2.78655776e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.06200000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.21295453e-08,4.99075657e-13,-1.04805888e-11,0.00000000e+00,0.00000000e+00,5.36410926e-17,0.00000000e+00,1.20928963e-28,2.79181270e-19,2.79181270e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.06300000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.21786293e-08,4.99545514e-13,-1.04904558e-11,0.00000000e+00,0.00000000e+00,5.37421545e-17,0.00000000e+00,1.21283039e-28,2.79707259e-19,2.79707258e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.06400000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.22277132e-08,5.00015371e-13,-1.05003228e-11,0.00000000e+00,0.00000000e+00,5.38433116e-17,0.00000000e+00,1.21497179e-28,2.80233742e-19,2.80233742e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.06500000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.22767972e-08,5.00485227e-13,-1.05101898e-11,0.00000000e+00,0.00000000e+00,5.39445637e-17,0.00000000e+00,1.21751277e-28,2.80760721e-19,2.80760720e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.06600000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.23258811e-08,5.00955084e-13,-1.05200568e-11,0.00000000e+00,0.00000000e+00,5.40459109e-17,0.00000000e+00,1.22060426e-28,2.81288194e-19,2.81288194e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.06700000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.23749650e-08,5.01424940e-13,-1.05299237e-11,0.00000000e+00,0.00000000e+00,5.41473533e-17,0.00000000e+00,1.22312257e-28,2.81816162e-19,2.81816162e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.06800000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.24240490e-08,5.01894796e-13,-1.05397907e-11,0.00000000e+00,0.00000000e+00,5.42488907e-17,0.00000000e+00,1.22593015e-28,2.82344626e-19,2.82344626e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.06900000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.24731329e-08,5.02364651e-13,-1.05496577e-11,0.00000000e+00,0.00000000e+00,5.43505233e-17,0.00000000e+00,1.22816114e-28,2.82873584e-19,2.82873584e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.07000000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.25222168e-08,5.02834507e-13,-1.05595246e-11,0.00000000e+00,0.00000000e+00,5.44522509e-17,0.00000000e+00,1.23035214e-28,2.83403037e-19,2.83403037e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.07100000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.25713007e-08,5.03304362e-13,-1.05693916e-11,0.00000000e+00,0.00000000e+00,5.45540736e-17,0.00000000e+00,1.23355737e-28,2.83932985e-19,2.83932985e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.07200000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.26203846e-08,5.03774217e-13,-1.05792586e-11,0.00000000e+00,0.00000000e+00,5.46559915e-17,0.00000000e+00,1.23660963e-28,2.84463429e-19,2.84463429e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.07300000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.26694685e-08,5.04244071e-13,-1.05891255e-11,0.00000000e+00,0.00000000e+00,5.47580044e-17,0.00000000e+00,1.24033738e-28,2.84994367e-19,2.84994367e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.07400000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.27185524e-08,5.04713926e-13,-1.05989924e-11,0.00000000e+00,0.00000000e+00,5.48601124e-17,0.00000000e+00,1.24398959e-28,2.85525800e-19,2.85525800e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.07500000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.27676362e-08,5.05183780e-13,-1.06088594e-11,0.00000000e+00,0.00000000e+00,5.49623156e-17,0.00000000e+00,1.24646902e-28,2.86057728e-19,2.86057728e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.07600000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.28167201e-08,5.05653634e-13,-1.06187263e-11,0.00000000e+00,0.00000000e+00,5.50646138e-17,0.00000000e+00,1.24989696e-28,2.86590151e-19,2.86590151e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.07700000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.28658040e-08,5.06123488e-13,-1.06285932e-11,0.00000000e+00,0.00000000e+00,5.51670072e-17,0.00000000e+00,1.25309583e-28,2.87123069e-19,2.87123069e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.07800000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.29148879e-08,5.06593341e-13,-1.06384602e-11,0.00000000e+00,0.00000000e+00,5.52694956e-17,0.00000000e+00,1.25530669e-28,2.87656482e-19,2.87656482e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.07900000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.29639717e-08,5.07063195e-13,-1.06483271e-11,0.00000000e+00,0.00000000e+00,5.53720791e-17,0.00000000e+00,1.25983038e-28,2.88190390e-19,2.88190390e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.08000000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.30130556e-08,5.07533048e-13,-1.06581940e-11,0.00000000e+00,0.00000000e+00,5.54747578e-17,0.00000000e+00,1.26259986e-28,2.88724792e-19,2.88724792e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.08100000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.30621394e-08,5.08002900e-13,-1.06680609e-11,0.00000000e+00,0.00000000e+00,5.55775315e-17,0.00000000e+00,1.26581919e-28,2.89259690e-19,2.89259690e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.08200000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.31112232e-08,5.08472753e-13,-1.06779278e-11,0.00000000e+00,0.00000000e+00,5.56804003e-17,0.00000000e+00,1.26944599e-28,2.89795083e-19,2.89795083e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.08300000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.31603071e-08,5.08942605e-13,-1.06877947e-11,0.00000000e+00,0.00000000e+00,5.57833643e-17,0.00000000e+00,1.27249893e-28,2.90330971e-19,2.90330971e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.08400000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.32093909e-08,5.09412457e-13,-1.06976616e-11,0.00000000e+00,0.00000000e+00,5.58864233e-17,0.00000000e+00,1.27554202e-28,2.90867353e-19,2.90867353e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.08500000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.32584747e-08,5.09882309e-13,-1.07075285e-11,0.00000000e+00,0.00000000e+00,5.59895774e-17,0.00000000e+00,1.27771426e-28,2.91404231e-19,2.91404231e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.08600000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.33075585e-08,5.10352161e-13,-1.07173954e-11,0.00000000e+00,0.00000000e+00,5.60928266e-17,0.00000000e+00,1.28057420e-28,2.91941603e-19,2.91941603e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.08700000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.33566423e-08,5.10822012e-13,-1.07272623e-11,0.00000000e+00,0.00000000e+00,5.61961710e-17,0.00000000e+00,1.28359779e-28,2.92479471e-19,2.92479471e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.08800000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.34057261e-08,5.11291863e-13,-1.07371291e-11,0.00000000e+00,0.00000000e+00,5.62996104e-17,0.00000000e+00,1.28706407e-28,2.93017833e-19,2.93017833e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.08900000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.34548099e-08,5.11761714e-13,-1.07469960e-11,0.00000000e+00,0.00000000e+00,5.64031449e-17,0.00000000e+00,1.29014174e-28,2.93556691e-19,2.93556691e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.09000000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.35038937e-08,5.12231565e-13,-1.07568629e-11,0.00000000e+00,0.00000000e+00,5.65067745e-17,0.00000000e+00,1.29201618e-28,2.94096043e-19,2.94096043e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.09100000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.35529775e-08,5.12701416e-13,-1.07667297e-11,0.00000000e+00,0.00000000e+00,5.66104993e-17,0.00000000e+00,1.29623669e-28,2.94635890e-19,2.94635890e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.09200000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.36020612e-08,5.13171266e-13,-1.07765966e-11,0.00000000e+00,0.00000000e+00,5.67143191e-17,0.00000000e+00,1.29891049e-28,2.95176233e-19,2.95176233e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.09300000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.36511450e-08,5.13641116e-13,-1.07864634e-11,0.00000000e+00,0.00000000e+00,5.68182340e-17,0.00000000e+00,1.30205131e-28,2.95717070e-19,2.95717070e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.09400000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.37002288e-08,5.14110965e-13,-1.07963303e-11,0.00000000e+00,0.00000000e+00,5.69222440e-17,0.00000000e+00,1.30551562e-28,2.96258402e-19,2.96258402e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.09500000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.37493125e-08,5.14580815e-13,-1.08061971e-11,0.00000000e+00,0.00000000e+00,5.70263491e-17,0.00000000e+00,1.30981957e-28,2.96800229e-19,2.96800229e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.09600000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.37983963e-08,5.15050664e-13,-1.08160639e-11,0.00000000e+00,0.00000000e+00,5.71305493e-17,0.00000000e+00,1.31324358e-28,2.97342551e-19,2.97342551e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.09700000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.38474800e-08,5.15520513e-13,-1.08259308e-11,0.00000000e+00,0.00000000e+00,5.72348446e-17,0.00000000e+00,1.31677822e-28,2.97885368e-19,2.97885368e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.09800000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.38965637e-08,5.15990362e-13,-1.08357976e-11,0.00000000e+00,0.00000000e+00,5.73392351e-17,0.00000000e+00,1.31901227e-28,2.98428680e-19,2.98428680e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.09900000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.39456475e-08,5.16460210e-13,-1.08456644e-11,0.00000000e+00,0.00000000e+00,5.74437206e-17,0.00000000e+00,1.32204654e-28,2.98972487e-19,2.98972487e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10000000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.39947312e-08,5.16930059e-13,-1.08555312e-11,0.00000000e+00,0.00000000e+00,5.75483012e-17,0.00000000e+00,1.32545438e-28,2.99516789e-19,2.99516789e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10100000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.40438149e-08,5.17399907e-13,-1.08653980e-11,0.00000000e+00,0.00000000e+00,5.76529769e-17,0.00000000e+00,1.32810963e-28,3.00061586e-19,3.00061586e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10200000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.40928986e-08,5.17869755e-13,-1.08752648e-11,0.00000000e+00,0.00000000e+00,5.77577477e-17,0.00000000e+00,1.33219233e-28,3.00606877e-19,3.00606877e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10300000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.41419823e-08,5.18339602e-13,-1.08851316e-11,0.00000000e+00,0.00000000e+00,5.78626136e-17,0.00000000e+00,1.33592527e-28,3.01152664e-19,3.01152664e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10400000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.41910660e-08,5.18809450e-13,-1.08949984e-11,0.00000000e+00,0.00000000e+00,5.79675746e-17,0.00000000e+00,1.33906847e-28,3.01698946e-19,3.01698946e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10500000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.42401497e-08,5.19279297e-13,-1.09048652e-11,0.00000000e+00,0.00000000e+00,5.80726307e-17,0.00000000e+00,1.34269320e-28,3.02245722e-19,3.02245722e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10600000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.42892334e-08,5.19749143e-13,-1.09147320e-11,0.00000000e+00,0.00000000e+00,5.81777819e-17,0.00000000e+00,1.34572822e-28,3.02792994e-19,3.02792994e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10700000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.43383170e-08,5.20218990e-13,-1.09245988e-11,0.00000000e+00,0.00000000e+00,5.82830282e-17,0.00000000e+00,1.34933131e-28,3.03340761e-19,3.03340760e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10800000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.43874007e-08,5.20688836e-13,-1.09344656e-11,0.00000000e+00,0.00000000e+00,5.83883695e-17,0.00000000e+00,1.35278279e-28,3.03889022e-19,3.03889022e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10900000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.44364844e-08,5.21158683e-13,-1.09443323e-11,0.00000000e+00,0.00000000e+00,5.84938060e-17,0.00000000e+00,1.35688146e-28,3.04437778e-19,3.04437778e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.11000000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.44855680e-08,5.21628529e-13,-1.09541991e-11,0.00000000e+00,0.00000000e+00,5.85993376e-17,0.00000000e+00,1.36045013e-28,3.04987030e-19,3.04987030e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.11100000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.45346517e-08,5.22098374e-13,-1.09640659e-11,0.00000000e+00,0.00000000e+00,5.87049643e-17,0.00000000e+00,1.36288606e-28,3.05536776e-19,3.05536776e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.11200000e+00,4.30080000e-08,4.30080000e-08,0.00000000e+00,5.45837353e-08,5.22568220e-13,-1.09739326e-11,0.00000000e+00,0.00000000e+00,5.88106861e-17,0.00000000e+00,1.36599201e-28,3.06087017e-19,3.06087017e-19,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
