t,E_tot,E_x,E_y,proj_bx,C_vx_bx,C_bx_wx,C_vy_by,C_by_wy,D_bx,D_by,P_eta_left,P_eta_right,P_eta_total,Tau_vx,Tau_vy,Tau_bx,Tau_by
4.94000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.42490263e-08,2.32166084e-13,-4.87548776e-12,0.00000000e+00,0.00000000e+00,1.16069563e-17,0.00000000e+00,1.47130821e-29,6.04097464e-20,6.04097464e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.95000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.42981128e-08,2.32636037e-13,-4.88535678e-12,0.00000000e+00,0.00000000e+00,1.16539951e-17,0.00000000e+00,1.47831624e-29,6.06545652e-20,6.06545652e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.96000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.43471994e-08,2.33105991e-13,-4.89522581e-12,0.00000000e+00,0.00000000e+00,1.17011290e-17,0.00000000e+00,1.48607487e-29,6.08998791e-20,6.08998791e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.97000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.43962860e-08,2.33575944e-13,-4.90509483e-12,0.00000000e+00,0.00000000e+00,1.17483580e-17,0.00000000e+00,1.49496039e-29,6.11456881e-20,6.11456880e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.98000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.44453726e-08,2.34045898e-13,-4.91496385e-12,0.00000000e+00,0.00000000e+00,1.17956822e-17,0.00000000e+00,1.50352797e-29,6.13919921e-20,6.13919921e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.99000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.44944591e-08,2.34515851e-13,-4.92483287e-12,0.00000000e+00,0.00000000e+00,1.18431014e-17,0.00000000e+00,1.51369240e-29,6.16387912e-20,6.16387911e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.00000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.45435457e-08,2.34985804e-13,-4.93470188e-12,0.00000000e+00,0.00000000e+00,1.18906158e-17,0.00000000e+00,1.52390816e-29,6.18860853e-20,6.18860853e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.01000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.45926323e-08,2.35455757e-13,-4.94457090e-12,0.00000000e+00,0.00000000e+00,1.19382253e-17,0.00000000e+00,1.53183743e-29,6.21338745e-20,6.21338745e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.02000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.46417188e-08,2.35925710e-13,-4.95443991e-12,0.00000000e+00,0.00000000e+00,1.19859300e-17,0.00000000e+00,1.53681787e-29,6.23821588e-20,6.23821588e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.03000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.46908054e-08,2.36395663e-13,-4.96430892e-12,0.00000000e+00,0.00000000e+00,1.20337297e-17,0.00000000e+00,1.54636298e-29,6.26309381e-20,6.26309381e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.04000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.47398919e-08,2.36865615e-13,-4.97417792e-12,0.00000000e+00,0.00000000e+00,1.20816246e-17,0.00000000e+00,1.55565871e-29,6.28802125e-20,6.28802125e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.05000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.47889785e-08,2.37335568e-13,-4.98404693e-12,0.00000000e+00,0.00000000e+00,1.21296146e-17,0.00000000e+00,1.56403531e-29,6.31299820e-20,6.31299819e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.06000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.48380650e-08,2.37805520e-13,-4.99391593e-12,0.00000000e+00,0.00000000e+00,1.21776997e-17,0.00000000e+00,1.57298631e-29,6.33802465e-20,6.33802465e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.07000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.48871516e-08,2.38275473e-13,-5.00378493e-12,0.00000000e+00,0.00000000e+00,1.22258799e-17,0.00000000e+00,1.58314213e-29,6.36310061e-20,6.36310060e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.08000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.49362381e-08,2.38745425e-13,-5.01365393e-12,0.00000000e+00,0.00000000e+00,1.22741553e-17,0.00000000e+00,1.59160008e-29,6.38822607e-20,6.38822607e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.09000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.49853246e-08,2.39215377e-13,-5.02352292e-12,0.00000000e+00,0.00000000e+00,1.23225258e-17,0.00000000e+00,1.59749529e-29,6.41340104e-20,6.41340104e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.10000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.50344112e-08,2.39685329e-13,-5.03339191e-12,0.00000000e+00,0.00000000e+00,1.23709913e-17,0.00000000e+00,1.60335956e-29,6.43862552e-20,6.43862552e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.11000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.50834977e-08,2.40155281e-13,-5.04326090e-12,0.00000000e+00,0.00000000e+00,1.24195520e-17,0.00000000e+00,1.61143612e-29,6.46389950e-20,6.46389950e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.12000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.51325842e-08,2.40625233e-13,-5.05312989e-12,0.00000000e+00,0.00000000e+00,1.24682079e-17,0.00000000e+00,1.62065220e-29,6.48922299e-20,6.48922299e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.13000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.51816708e-08,2.41095185e-13,-5.06299887e-12,0.00000000e+00,0.00000000e+00,1.25169588e-17,0.00000000e+00,1.62874985e-29,6.51459598e-20,6.51459598e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.14000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.52307573e-08,2.41565136e-13,-5.07286786e-12,0.00000000e+00,0.00000000e+00,1.25658049e-17,0.00000000e+00,1.63853306e-29,6.54001848e-20,6.54001848e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.15000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.52798438e-08,2.42035088e-13,-5.08273684e-12,0.00000000e+00,0.00000000e+00,1.26147461e-17,0.00000000e+00,1.64790472e-29,6.56549049e-20,6.56549049e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.16000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.53289303e-08,2.42505039e-13,-5.09260582e-12,0.00000000e+00,0.00000000e+00,1.26637824e-17,0.00000000e+00,1.65619179e-29,6.59101200e-20,6.59101200e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.17000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.53780168e-08,2.42974990e-13,-5.10247479e-12,0.00000000e+00,0.00000000e+00,1.27129138e-17,0.00000000e+00,1.66288183e-29,6.61658302e-20,6.61658302e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.18000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.54271033e-08,2.43444941e-13,-5.11234376e-12,0.00000000e+00,0.00000000e+00,1.27621404e-17,0.00000000e+00,1.67137172e-29,6.64220355e-20,6.64220355e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.19000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.54761898e-08,2.43914892e-13,-5.12221274e-12,0.00000000e+00,0.00000000e+00,1.28114620e-17,0.00000000e+00,1.68106360e-29,6.66787358e-20,6.66787358e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.20000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.55252763e-08,2.44384843e-13,-5.13208170e-12,0.00000000e+00,0.00000000e+00,1.28608788e-17,0.00000000e+00,1.68923434e-29,6.69359312e-20,6.69359312e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.21000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.55743628e-08,2.44854794e-13,-5.14195067e-12,0.00000000e+00,0.00000000e+00,1.29103907e-17,0.00000000e+00,1.69600789e-29,6.71936216e-20,6.71936216e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.22000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.56234493e-08,2.45324744e-13,-5.15181963e-12,0.00000000e+00,0.00000000e+00,1.29599977e-17,0.00000000e+00,1.70428855e-29,6.74518071e-20,6.74518071e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.23000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.56725358e-08,2.45794695e-13,-5.16168860e-12,0.00000000e+00,0.00000000e+00,1.30096999e-17,0.00000000e+00,1.71171351e-29,6.77104877e-20,6.77104876e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.24000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.57216223e-08,2.46264645e-13,-5.17155755e-12,0.00000000e+00,0.00000000e+00,1.30594971e-17,0.00000000e+00,1.71936994e-29,6.79696633e-20,6.79696633e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.25000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.57707088e-08,2.46734596e-13,-5.18142651e-12,0.00000000e+00,0.00000000e+00,1.31093895e-17,0.00000000e+00,1.72735505e-29,6.82293340e-20,6.82293339e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.26000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.58197953e-08,2.47204546e-13,-5.19129546e-12,0.00000000e+00,0.00000000e+00,1.31593770e-17,0.00000000e+00,1.73825011e-29,6.84894997e-20,6.84894997e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.27000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.58688818e-08,2.47674496e-13,-5.20116442e-12,0.00000000e+00,0.00000000e+00,1.32094597e-17,0.00000000e+00,1.74710515e-29,6.87501605e-20,6.87501605e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.28000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.59179682e-08,2.48144446e-13,-5.21103336e-12,0.00000000e+00,0.00000000e+00,1.32596374e-17,0.00000000e+00,1.75714484e-29,6.90113163e-20,6.90113163e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.29000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.59670547e-08,2.48614396e-13,-5.22090231e-12,0.00000000e+00,0.00000000e+00,1.33099103e-17,0.00000000e+00,1.76882201e-29,6.92729672e-20,6.92729672e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.30000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.60161412e-08,2.49084346e-13,-5.23077126e-12,0.00000000e+00,0.00000000e+00,1.33602782e-17,0.00000000e+00,1.77907523e-29,6.95351132e-20,6.95351132e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.31000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.60652277e-08,2.49554295e-13,-5.24064020e-12,0.00000000e+00,0.00000000e+00,1.34107413e-17,0.00000000e+00,1.78889132e-29,6.97977542e-20,6.97977542e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.32000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.61143141e-08,2.50024245e-13,-5.25050914e-12,0.00000000e+00,0.00000000e+00,1.34612995e-17,0.00000000e+00,1.79596058e-29,7.00608903e-20,7.00608903e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.33000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.61634006e-08,2.50494194e-13,-5.26037807e-12,0.00000000e+00,0.00000000e+00,1.35119529e-17,0.00000000e+00,1.80765955e-29,7.03245215e-20,7.03245215e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.34000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.62124870e-08,2.50964143e-13,-5.27024701e-12,0.00000000e+00,0.00000000e+00,1.35627013e-17,0.00000000e+00,1.82064558e-29,7.05886477e-20,7.05886477e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.35000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.62615735e-08,2.51434092e-13,-5.28011594e-12,0.00000000e+00,0.00000000e+00,1.36135449e-17,0.00000000e+00,1.83261429e-29,7.08532689e-20,7.08532689e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.36000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.63106599e-08,2.51904041e-13,-5.28998487e-12,0.00000000e+00,0.00000000e+00,1.36644836e-17,0.00000000e+00,1.84147192e-29,7.11183853e-20,7.11183852e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.37000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.63597464e-08,2.52373990e-13,-5.29985380e-12,0.00000000e+00,0.00000000e+00,1.37155174e-17,0.00000000e+00,1.84900643e-29,7.13839966e-20,7.13839966e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.38000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.64088328e-08,2.52843939e-13,-5.30972272e-12,0.00000000e+00,0.00000000e+00,1.37666463e-17,0.00000000e+00,1.85747226e-29,7.16501031e-20,7.16501031e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.39000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.64579193e-08,2.53313888e-13,-5.31959164e-12,0.00000000e+00,0.00000000e+00,1.38178704e-17,0.00000000e+00,1.86581715e-29,7.19167046e-20,7.19167046e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.40000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.65070057e-08,2.53783836e-13,-5.32946056e-12,0.00000000e+00,0.00000000e+00,1.38691896e-17,0.00000000e+00,1.87320851e-29,7.21838011e-20,7.21838011e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.41000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.65560921e-08,2.54253785e-13,-5.33932948e-12,0.00000000e+00,0.00000000e+00,1.39206039e-17,0.00000000e+00,1.88311710e-29,7.24513927e-20,7.24513927e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.42000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.66051786e-08,2.54723733e-13,-5.34919839e-12,0.00000000e+00,0.00000000e+00,1.39721133e-17,0.00000000e+00,1.89110116e-29,7.27194794e-20,7.27194794e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.43000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.66542650e-08,2.55193681e-13,-5.35906731e-12,0.00000000e+00,0.00000000e+00,1.40237178e-17,0.00000000e+00,1.89877243e-29,7.29880611e-20,7.29880611e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.44000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.67033514e-08,2.55663629e-13,-5.36893622e-12,0.00000000e+00,0.00000000e+00,1.40754174e-17,0.00000000e+00,1.90862918e-29,7.32571379e-20,7.32571379e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.45000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.67524378e-08,2.56133577e-13,-5.37880512e-12,0.00000000e+00,0.00000000e+00,1.41272122e-17,0.00000000e+00,1.91905252e-29,7.35267098e-20,7.35267097e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.46000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.68015243e-08,2.56603525e-13,-5.38867403e-12,0.00000000e+00,0.00000000e+00,1.41791021e-17,0.00000000e+00,1.93311151e-29,7.37967767e-20,7.37967766e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.47000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.68506107e-08,2.57073473e-13,-5.39854293e-12,0.00000000e+00,0.00000000e+00,1.42310871e-17,0.00000000e+00,1.94439689e-29,7.40673386e-20,7.40673386e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.48000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.68996971e-08,2.57543420e-13,-5.40841183e-12,0.00000000e+00,0.00000000e+00,1.42831672e-17,0.00000000e+00,1.95084349e-29,7.43383956e-20,7.43383956e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.49000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.69487835e-08,2.58013368e-13,-5.41828073e-12,0.00000000e+00,0.00000000e+00,1.43353424e-17,0.00000000e+00,1.95932715e-29,7.46099477e-20,7.46099477e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.69978699e-08,2.58483315e-13,-5.42814962e-12,0.00000000e+00,0.00000000e+00,1.43876128e-17,0.00000000e+00,1.96873784e-29,7.48819948e-20,7.48819948e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.51000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.70469563e-08,2.58953262e-13,-5.43801851e-12,0.00000000e+00,0.00000000e+00,1.44399783e-17,0.00000000e+00,1.97574138e-29,7.51545370e-20,7.51545370e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.52000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.70960427e-08,2.59423210e-13,-5.44788740e-12,0.00000000e+00,0.00000000e+00,1.44924389e-17,0.00000000e+00,1.98421974e-29,7.54275742e-20,7.54275742e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.53000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.71451291e-08,2.59893157e-13,-5.45775629e-12,0.00000000e+00,0.00000000e+00,1.45449946e-17,0.00000000e+00,1.99350040e-29,7.57011065e-20,7.57011065e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.54000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.71942155e-08,2.60363103e-13,-5.46762517e-12,0.00000000e+00,0.00000000e+00,1.45976454e-17,0.00000000e+00,2.00406161e-29,7.59751339e-20,7.59751338e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.55000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.72433019e-08,2.60833050e-13,-5.47749405e-12,0.00000000e+00,0.00000000e+00,1.46503914e-17,0.00000000e+00,2.01466169e-29,7.62496563e-20,7.62496562e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.56000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.72923883e-08,2.61302997e-13,-5.48736293e-12,0.00000000e+00,0.00000000e+00,1.47032324e-17,0.00000000e+00,2.02278872e-29,7.65246737e-20,7.65246737e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.57000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.73414746e-08,2.61772943e-13,-5.49723181e-12,0.00000000e+00,0.00000000e+00,1.47561686e-17,0.00000000e+00,2.03387326e-29,7.68001862e-20,7.68001862e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.58000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.73905610e-08,2.62242890e-13,-5.50710068e-12,0.00000000e+00,0.00000000e+00,1.48091999e-17,0.00000000e+00,2.04237771e-29,7.70761938e-20,7.70761938e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.59000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.74396474e-08,2.62712836e-13,-5.51696955e-12,0.00000000e+00,0.00000000e+00,1.48623264e-17,0.00000000e+00,2.05371598e-29,7.73526964e-20,7.73526964e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.60000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.74887338e-08,2.63182782e-13,-5.52683842e-12,0.00000000e+00,0.00000000e+00,1.49155479e-17,0.00000000e+00,2.06504279e-29,7.76296941e-20,7.76296941e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.61000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.75378201e-08,2.63652728e-13,-5.53670729e-12,0.00000000e+00,0.00000000e+00,1.49688646e-17,0.00000000e+00,2.07566328e-29,7.79071868e-20,7.79071868e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.62000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.75869065e-08,2.64122674e-13,-5.54657615e-12,0.00000000e+00,0.00000000e+00,1.50222764e-17,0.00000000e+00,2.08580944e-29,7.81851746e-20,7.81851746e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.63000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.76359929e-08,2.64592620e-13,-5.55644501e-12,0.00000000e+00,0.00000000e+00,1.50757833e-17,0.00000000e+00,2.09637881e-29,7.84636575e-20,7.84636575e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.64000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.76850792e-08,2.65062565e-13,-5.56631387e-12,0.00000000e+00,0.00000000e+00,1.51293853e-17,0.00000000e+00,2.10740573e-29,7.87426354e-20,7.87426354e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.65000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.77341656e-08,2.65532511e-13,-5.57618273e-12,0.00000000e+00,0.00000000e+00,1.51830824e-17,0.00000000e+00,2.11715018e-29,7.90221083e-20,7.90221083e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.66000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.77832519e-08,2.66002456e-13,-5.58605158e-12,0.00000000e+00,0.00000000e+00,1.52368747e-17,0.00000000e+00,2.12825282e-29,7.93020763e-20,7.93020763e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.67000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.78323383e-08,2.66472402e-13,-5.59592043e-12,0.00000000e+00,0.00000000e+00,1.52907620e-17,0.00000000e+00,2.13991103e-29,7.95825394e-20,7.95825394e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.68000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.78814246e-08,2.66942347e-13,-5.60578928e-12,0.00000000e+00,0.00000000e+00,1.53447445e-17,0.00000000e+00,2.15212054e-29,7.98634975e-20,7.98634975e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.69000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.79305110e-08,2.67412292e-13,-5.61565813e-12,0.00000000e+00,0.00000000e+00,1.53988221e-17,0.00000000e+00,2.16458502e-29,8.01449507e-20,8.01449507e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.70000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.79795973e-08,2.67882237e-13,-5.62552697e-12,0.00000000e+00,0.00000000e+00,1.54529949e-17,0.00000000e+00,2.17290444e-29,8.04268989e-20,8.04268989e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.71000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.80286836e-08,2.68352181e-13,-5.63539581e-12,0.00000000e+00,0.00000000e+00,1.55072627e-17,0.00000000e+00,2.18248558e-29,8.07093422e-20,8.07093422e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.72000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.80777700e-08,2.68822126e-13,-5.64526465e-12,0.00000000e+00,0.00000000e+00,1.55616257e-17,0.00000000e+00,2.19274771e-29,8.09922805e-20,8.09922805e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.73000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.81268563e-08,2.69292071e-13,-5.65513348e-12,0.00000000e+00,0.00000000e+00,1.56160837e-17,0.00000000e+00,2.20235884e-29,8.12757139e-20,8.12757139e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.74000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.81759426e-08,2.69762015e-13,-5.66500231e-12,0.00000000e+00,0.00000000e+00,1.56706369e-17,0.00000000e+00,2.21189255e-29,8.15596424e-20,8.15596423e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.75000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.82250289e-08,2.70231959e-13,-5.67487114e-12,0.00000000e+00,0.00000000e+00,1.57252853e-17,0.00000000e+00,2.22239988e-29,8.18440658e-20,8.18440658e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.76000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.82741152e-08,2.70701903e-13,-5.68473997e-12,0.00000000e+00,0.00000000e+00,1.57800287e-17,0.00000000e+00,2.23029101e-29,8.21289844e-20,8.21289844e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.77000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.83232016e-08,2.71171847e-13,-5.69460879e-12,0.00000000e+00,0.00000000e+00,1.58348673e-17,0.00000000e+00,2.24146792e-29,8.24143980e-20,8.24143980e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.78000000e-01,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.83722879e-08,2.71641791e-13,-5.70447762e-12,0.00000000e+00,0.00000000e+00,1.58898009e-17,0.00000000e+00,2.25163626e-29,8.27003066e-20,8.27003066e-20,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
