t,E_tot,E_x,E_y,E_weak,proj_bx,P_tau,W_tau,C_vx_bx,C_bx_wx,C_vy_by,C_by_wy,D_bx,D_by,P_eta_left,P_eta_right,P_eta_total,Tau_vx,Tau_vy,Tau_bx,Tau_by
2.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079992e-08,6.13592290e-10,0.00000000e+00,0.00000000e+00,2.93738212e-15,-6.16850244e-14,0.00000000e+00,0.00000000e+00,4.64482705e-21,0.00000000e+00,-3.04443906e-26,3.04467935e-26,6.08911841e-26,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079992e-08,6.38135981e-10,0.00000000e+00,0.00000000e+00,3.05487739e-15,-6.41524253e-14,0.00000000e+00,0.00000000e+00,5.02384492e-21,0.00000000e+00,-3.29283357e-26,3.29311244e-26,6.58594601e-26,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079991e-08,6.62679671e-10,0.00000000e+00,0.00000000e+00,3.17237267e-15,-6.66198261e-14,0.00000000e+00,0.00000000e+00,5.41772623e-21,0.00000000e+00,-3.55096236e-26,3.55128979e-26,7.10225215e-26,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079990e-08,6.87223361e-10,0.00000000e+00,0.00000000e+00,3.28986795e-15,-6.90872269e-14,0.00000000e+00,0.00000000e+00,5.82647099e-21,0.00000000e+00,-3.81882423e-26,3.81921466e-26,7.63803889e-26,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079990e-08,7.11767052e-10,0.00000000e+00,0.00000000e+00,3.40736322e-15,-7.15546276e-14,0.00000000e+00,0.00000000e+00,6.25007919e-21,0.00000000e+00,-4.09641776e-26,4.09688609e-26,8.19330385e-26,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.00000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079989e-08,7.36310742e-10,0.00000000e+00,0.00000000e+00,3.52485849e-15,-7.40220284e-14,0.00000000e+00,0.00000000e+00,6.68855084e-21,0.00000000e+00,-4.38374700e-26,4.38430052e-26,8.76804752e-26,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.10000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079988e-08,7.60854432e-10,0.00000000e+00,0.00000000e+00,3.64235377e-15,-7.64894291e-14,0.00000000e+00,0.00000000e+00,7.14188592e-21,0.00000000e+00,-4.68080033e-26,4.68146076e-26,9.36226109e-26,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.20000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079988e-08,7.85398122e-10,0.00000000e+00,0.00000000e+00,3.75984904e-15,-7.89568299e-14,0.00000000e+00,0.00000000e+00,7.61008445e-21,0.00000000e+00,-4.98758355e-26,4.98836403e-26,9.97594758e-26,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.30000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079987e-08,8.09941812e-10,0.00000000e+00,0.00000000e+00,3.87734431e-15,-8.14242306e-14,0.00000000e+00,0.00000000e+00,8.09314643e-21,0.00000000e+00,-5.30409427e-26,5.30501366e-26,1.06091079e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.40000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079986e-08,8.34485501e-10,0.00000000e+00,0.00000000e+00,3.99483958e-15,-8.38916313e-14,0.00000000e+00,0.00000000e+00,8.59107184e-21,0.00000000e+00,-5.63033785e-26,5.63140525e-26,1.12617431e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079985e-08,8.59029191e-10,0.00000000e+00,0.00000000e+00,4.11233485e-15,-8.63590319e-14,0.00000000e+00,0.00000000e+00,9.10386070e-21,0.00000000e+00,-5.96631239e-26,5.96754069e-26,1.19338531e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079984e-08,8.83572880e-10,0.00000000e+00,0.00000000e+00,4.22983012e-15,-8.88264326e-14,0.00000000e+00,0.00000000e+00,9.63151300e-21,0.00000000e+00,-6.31202763e-26,6.31341343e-26,1.26254411e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079984e-08,9.08116570e-10,0.00000000e+00,0.00000000e+00,4.34732539e-15,-9.12938332e-14,0.00000000e+00,0.00000000e+00,1.01740287e-20,0.00000000e+00,-6.66747279e-26,6.66902460e-26,1.33364974e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079983e-08,9.32660259e-10,0.00000000e+00,0.00000000e+00,4.46482066e-15,-9.37612339e-14,0.00000000e+00,0.00000000e+00,1.07314079e-20,0.00000000e+00,-7.03265494e-26,7.03438189e-26,1.40670368e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079982e-08,9.57203948e-10,0.00000000e+00,0.00000000e+00,4.58231593e-15,-9.62286345e-14,0.00000000e+00,0.00000000e+00,1.13036506e-20,0.00000000e+00,-7.40757551e-26,7.40947330e-26,1.48170488e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.00000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079981e-08,9.81747638e-10,0.00000000e+00,0.00000000e+00,4.69981119e-15,-9.86960350e-14,0.00000000e+00,0.00000000e+00,1.18907566e-20,0.00000000e+00,-7.79223190e-26,7.79430496e-26,1.55865369e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.10000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079980e-08,1.00629133e-09,0.00000000e+00,0.00000000e+00,4.81730646e-15,-1.01163436e-13,0.00000000e+00,0.00000000e+00,1.24927261e-20,0.00000000e+00,-8.18661580e-26,8.18887909e-26,1.63754949e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.20000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079979e-08,1.03083502e-09,0.00000000e+00,0.00000000e+00,4.93480172e-15,-1.03630836e-13,0.00000000e+00,0.00000000e+00,1.31095591e-20,0.00000000e+00,-8.59073063e-26,8.59319005e-26,1.71839207e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.30000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079978e-08,1.05537870e-09,0.00000000e+00,0.00000000e+00,5.05229699e-15,-1.06098237e-13,0.00000000e+00,0.00000000e+00,1.37412555e-20,0.00000000e+00,-9.00457117e-26,9.00724804e-26,1.80118192e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.40000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079977e-08,1.07992239e-09,0.00000000e+00,0.00000000e+00,5.16979225e-15,-1.08565637e-13,0.00000000e+00,0.00000000e+00,1.43878153e-20,0.00000000e+00,-9.42814914e-26,9.43104238e-26,1.88591915e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079976e-08,1.10446608e-09,0.00000000e+00,0.00000000e+00,5.28728751e-15,-1.11033038e-13,0.00000000e+00,0.00000000e+00,1.50492386e-20,0.00000000e+00,-9.86146017e-26,9.86457724e-26,1.97260374e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079975e-08,1.12900977e-09,0.00000000e+00,0.00000000e+00,5.40478277e-15,-1.13500438e-13,0.00000000e+00,0.00000000e+00,1.57255253e-20,0.00000000e+00,-1.03044975e-25,1.03078549e-25,2.06123524e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079974e-08,1.15355346e-09,0.00000000e+00,0.00000000e+00,5.52227803e-15,-1.15967839e-13,0.00000000e+00,0.00000000e+00,1.64166754e-20,0.00000000e+00,-1.07572628e-25,1.07608804e-25,2.15181432e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079972e-08,1.17809715e-09,0.00000000e+00,0.00000000e+00,5.63977329e-15,-1.18435239e-13,0.00000000e+00,0.00000000e+00,1.71226890e-20,0.00000000e+00,-1.12197596e-25,1.12236436e-25,2.24434032e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079971e-08,1.20264084e-09,0.00000000e+00,0.00000000e+00,5.75726854e-15,-1.20902639e-13,0.00000000e+00,0.00000000e+00,1.78435660e-20,0.00000000e+00,-1.16919844e-25,1.16961502e-25,2.33881346e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.00000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079970e-08,1.22718452e-09,0.00000000e+00,0.00000000e+00,5.87476380e-15,-1.23370040e-13,0.00000000e+00,0.00000000e+00,1.85793065e-20,0.00000000e+00,-1.21739466e-25,1.21783941e-25,2.43523408e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.10000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079969e-08,1.25172821e-09,0.00000000e+00,0.00000000e+00,5.99225906e-15,-1.25837440e-13,0.00000000e+00,0.00000000e+00,1.93299104e-20,0.00000000e+00,-1.26656349e-25,1.26703814e-25,2.53360162e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.20000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079968e-08,1.27627190e-09,0.00000000e+00,0.00000000e+00,6.10975431e-15,-1.28304841e-13,0.00000000e+00,0.00000000e+00,2.00953778e-20,0.00000000e+00,-1.31670518e-25,1.31720993e-25,2.63391511e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.30000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079966e-08,1.30081559e-09,0.00000000e+00,0.00000000e+00,6.22724956e-15,-1.30772241e-13,0.00000000e+00,0.00000000e+00,2.08757086e-20,0.00000000e+00,-1.36782028e-25,1.36835525e-25,2.73617553e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.40000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079965e-08,1.32535927e-09,0.00000000e+00,0.00000000e+00,6.34474482e-15,-1.33239641e-13,0.00000000e+00,0.00000000e+00,2.16709028e-20,0.00000000e+00,-1.41990846e-25,1.42047458e-25,2.84038304e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079964e-08,1.34990296e-09,0.00000000e+00,0.00000000e+00,6.46224007e-15,-1.35707041e-13,0.00000000e+00,0.00000000e+00,2.24809604e-20,0.00000000e+00,-1.47296972e-25,1.47356821e-25,2.94653793e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079963e-08,1.37444665e-09,0.00000000e+00,0.00000000e+00,6.57973532e-15,-1.38174442e-13,0.00000000e+00,0.00000000e+00,2.33058815e-20,0.00000000e+00,-1.52700447e-25,1.52763509e-25,3.05463956e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079961e-08,1.39899034e-09,0.00000000e+00,0.00000000e+00,6.69723057e-15,-1.40641842e-13,0.00000000e+00,0.00000000e+00,2.41456661e-20,0.00000000e+00,-1.58201113e-25,1.58267587e-25,3.16468699e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079960e-08,1.42353402e-09,0.00000000e+00,0.00000000e+00,6.81472581e-15,-1.43109242e-13,0.00000000e+00,0.00000000e+00,2.50003141e-20,0.00000000e+00,-1.63799128e-25,1.63868929e-25,3.27668058e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079958e-08,1.44807771e-09,0.00000000e+00,0.00000000e+00,6.93222106e-15,-1.45576642e-13,0.00000000e+00,0.00000000e+00,2.58698255e-20,0.00000000e+00,-1.69494517e-25,1.69567580e-25,3.39062097e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.00000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079957e-08,1.47262140e-09,0.00000000e+00,0.00000000e+00,7.04971631e-15,-1.48044042e-13,0.00000000e+00,0.00000000e+00,2.67542003e-20,0.00000000e+00,-1.75287149e-25,1.75363623e-25,3.50650772e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.10000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079956e-08,1.49716508e-09,0.00000000e+00,0.00000000e+00,7.16721155e-15,-1.50511443e-13,0.00000000e+00,0.00000000e+00,2.76534386e-20,0.00000000e+00,-1.81177209e-25,1.81256919e-25,3.62434128e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.20000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079954e-08,1.52170877e-09,0.00000000e+00,0.00000000e+00,7.28470679e-15,-1.52978843e-13,0.00000000e+00,0.00000000e+00,2.85675403e-20,0.00000000e+00,-1.87164562e-25,1.87247458e-25,3.74412021e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.30000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079953e-08,1.54625246e-09,0.00000000e+00,0.00000000e+00,7.40220204e-15,-1.55446243e-13,0.00000000e+00,0.00000000e+00,2.94965055e-20,0.00000000e+00,-1.93249109e-25,1.93335404e-25,3.86584513e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.40000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079951e-08,1.57079614e-09,0.00000000e+00,0.00000000e+00,7.51969728e-15,-1.57913643e-13,0.00000000e+00,0.00000000e+00,3.04403341e-20,0.00000000e+00,-1.99430916e-25,1.99520824e-25,3.98951739e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079950e-08,1.59533983e-09,0.00000000e+00,0.00000000e+00,7.63719252e-15,-1.60381043e-13,0.00000000e+00,0.00000000e+00,3.13990261e-20,0.00000000e+00,-2.05709949e-25,2.05803637e-25,4.11513586e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079948e-08,1.61988352e-09,0.00000000e+00,0.00000000e+00,7.75468776e-15,-1.62848443e-13,0.00000000e+00,0.00000000e+00,3.23725816e-20,0.00000000e+00,-2.12086115e-25,2.12184042e-25,4.24270157e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079946e-08,1.64442720e-09,0.00000000e+00,0.00000000e+00,7.87218299e-15,-1.65315843e-13,0.00000000e+00,0.00000000e+00,3.33610005e-20,0.00000000e+00,-2.18559559e-25,2.18661627e-25,4.37221186e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079945e-08,1.66897089e-09,0.00000000e+00,0.00000000e+00,7.98967823e-15,-1.67783243e-13,0.00000000e+00,0.00000000e+00,3.43642828e-20,0.00000000e+00,-2.25130223e-25,2.25236723e-25,4.50366945e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079943e-08,1.69351458e-09,0.00000000e+00,0.00000000e+00,8.10717346e-15,-1.70250643e-13,0.00000000e+00,0.00000000e+00,3.53824286e-20,0.00000000e+00,-2.31798203e-25,2.31909108e-25,4.63707311e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.00000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079942e-08,1.71805826e-09,0.00000000e+00,0.00000000e+00,8.22466870e-15,-1.72718043e-13,0.00000000e+00,0.00000000e+00,3.64154378e-20,0.00000000e+00,-2.38563563e-25,2.38678829e-25,4.77242392e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.10000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079940e-08,1.74260195e-09,0.00000000e+00,0.00000000e+00,8.34216393e-15,-1.75185442e-13,0.00000000e+00,0.00000000e+00,3.74633104e-20,0.00000000e+00,-2.45426230e-25,2.45545838e-25,4.90972068e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.20000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,4.30079938e-08,1.76714563e-09,0.00000000e+00,0.00000000e+00,8.45965916e-15,-1.77652842e-13,0.00000000e+00,0.00000000e+00,3.85260465e-20,0.00000000e+00,-2.52386126e-25,2.52510161e-25,5.04896287e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
